,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,ZipCodes
0,77765,Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Hotel room,308,2,42,2022-07-18,0.3,30,217,4,,11222
1,2539,Clean & quiet apt home by the park,2787,John,Brooklyn,Kensington,40.64529,-73.97238,Private room,299,30,9,2018-10-19,0.11,9,356,0,,11218
6,46911,Large Room in private Brownstone in Park Slope,210746,Kathleen R.,Brooklyn,Prospect Heights,40.68022,-73.97457,Private room,123,3,65,2022-08-21,0.45,3,319,9,,11217
7,49048,B and B Style Rooms for Rent w bath,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.6829,-73.95701,Private room,90,30,23,2022-04-30,0.17,5,249,2,,11238
9,5121,BlissArtsSpace!,7356,Garon,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512,Private room,60,30,50,2019-12-02,0.31,2,335,0,,11216
10,5136,"Spacious Brooklyn Duplex, Patio + Garden",7378,Rebecca,Brooklyn,Sunset Park,40.66265,-73.99454,Entire home/apt,275,21,3,2022-08-10,0.03,1,179,1,,11232
11,80684,Duplex w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Hotel room,529,2,10,2021-11-13,0.08,30,100,2,,11222
12,80700,Loft w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Private room,372,2,9,2022-09-05,0.07,30,222,2,,11222
13,80924,Spacious 3 Bedroom Duplex in Park Slope,438133,Ellis,Brooklyn,Park Slope,40.67407,-73.98105,Entire home/apt,160,30,37,2020-02-18,0.35,2,37,0,,11215
14,81739,Loft w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Private room,372,2,2,2011-05-12,0.01,30,222,0,,11222
17,82928,BEAUTIFUL 2 BEDROOM APARTMENT,451545,Ruthven,Brooklyn,Bedford-Stuyvesant,40.68433,-73.94469,Entire home/apt,150,30,76,2022-06-01,0.93,1,127,3,,11216
19,5803,"Lovely Room 1 in BEST AREA; Legal Rental, Spotless",9744,Laurie,Brooklyn,South Slope,40.66801,-73.98784,Private room,118,4,216,2022-08-23,1.33,3,299,22,,11215
20,6848,Only 2 stops to Manhattan studio,15991,Allen & Irina,Brooklyn,Williamsburg,40.70935,-73.95342,Entire home/apt,84,30,185,2022-07-07,1.14,1,274,4,,11211
21,50447,Lovely Apt & Garden; BEST AREA; Legal; Spotless,9744,Laurie,Brooklyn,Gowanus,40.66913,-73.99041,Entire home/apt,158,5,223,2022-08-19,1.55,3,276,30,,11215
22,83243,Brooklyn Cove 1 Br Apt w/ Garden In Bushwick!!,453519,Julian,Brooklyn,Bushwick,40.68769,-73.91788,Entire home/apt,77,30,253,2022-07-18,1.82,1,311,3,,11221
24,84010,Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Hotel room,308,2,22,2022-06-11,0.17,30,221,6,,11222
25,89621,wonderful sleep 4,209460,Marylyn Palmer,Brooklyn,Crown Heights,40.67823,-73.94719,Entire home/apt,138,30,240,2022-06-15,1.78,3,264,2,,11216
32,93313,MAISON DES SIRENES 2,25183,Nathalie,Brooklyn,Bedford-Stuyvesant,40.68413,-73.93817,Entire home/apt,145,2,136,2022-08-15,0.99,2,300,29,,11221
33,7064,"Amazing location! Wburg. Large, bright & tranquil",17297,Joelle,Brooklyn,Williamsburg,40.71248,-73.95881,Private room,95,7,11,2022-08-16,0.07,2,24,2,,11211
34,7097,Perfect for Your Parents:  Privacy + Garden,17571,Jane,Brooklyn,Fort Greene,40.691233,-73.972702,Entire home/apt,207,2,303,2022-09-05,1.97,2,19,36,,11205
35,94209,Large Sunny 1BR (Conv 2BR) Apt in Crown Heights Bk,503800,Peace,Brooklyn,Crown Heights,40.67654,-73.94629,Entire home/apt,102,1,38,2022-08-20,2.12,1,73,27,,11216
36,7801,Sweet and Spacious Brooklyn Loft,21207,Chaya,Brooklyn,Williamsburg,40.71778,-73.9568,Entire home/apt,395,30,9,2011-12-28,0.06,1,342,0,,11211
37,8490,"Maison des Sirenes1,bohemian, luminous apartment",25183,Nathalie,Brooklyn,Bedford-Stuyvesant,40.68462,-73.93839,Entire home/apt,150,2,154,2022-08-06,0.97,2,297,19,,11221
39,54508,Sml Rm  Brst  PSl great for longer stays Med/Stu,210746,Kathleen R.,Brooklyn,Park Slope,40.67908,-73.97405,Private room,80,2,135,2022-08-24,0.93,3,328,27,,11217
40,94783,"Beautiful, Bright’s, Warm & Spacious 1.5BR Apt",473113,Keishera,Brooklyn,Crown Heights,40.6736,-73.9551,Entire home/apt,140,6,137,2022-08-30,0.99,1,298,20,,11216
43,95883,Spacious Loft in Clinton Hill / Bed-Stuy,509918,Eduardo,Brooklyn,Bedford-Stuyvesant,40.69304,-73.95417,Entire home/apt,250,6,7,2022-08-04,0.07,1,0,1,,11205
46,10452,Large B&B Style rooms,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.68294,-73.95682,Private room,82,30,81,2022-08-15,0.54,5,233,5,,11238
47,10962,"Lovely Room 2 in BEST AREA; Legal Rental, Spotless",9744,Laurie,Brooklyn,South Slope,40.66692,-73.98981,Private room,118,4,208,2022-08-22,1.32,3,326,17,,11215
49,96471,"The Brooklyn Waverly, One Bedroom",116599,Sahr,Brooklyn,Clinton Hill,40.68513,-73.96648,Private room,171,30,13,2019-12-10,0.1,2,364,0,,11238
50,55587,Sunny 2BR Midcentury Penthouse in Williamsburg,131716,Daniel,Brooklyn,Williamsburg,40.71311,-73.9506,Entire home/apt,235,3,20,2022-08-21,0.15,1,54,9,,11211
51,11943,Country space in the city,45445,Harriet,Brooklyn,Flatbush,40.63702,-73.96327,Private room,150,30,0,,,1,0,0,,11226
55,100186,Large Brand New Park Slope 1BR,526805,Mi,Brooklyn,Gowanus,40.66952,-73.99201,Entire home/apt,130,30,114,2022-08-16,0.83,1,49,7,,11215
56,12940,Charming Brownstone 3 - Near PRATT,50148,Adreinne,Brooklyn,Bedford-Stuyvesant,40.67946,-73.95417,Entire home/apt,119,30,73,2022-06-04,0.47,1,1,1,,11216
57,55959,Work From Our Home w/ Loft,168525,Gus,Brooklyn,Williamsburg,40.71065,-73.95087,Private room,150,5,94,2022-05-22,0.85,2,22,1,,11206
59,55982,Cozy 2 br in sunny Fort Greene apt,264928,Sally,Brooklyn,Fort Greene,40.68701,-73.97555,Private room,85,3,40,2022-09-02,0.28,1,0,3,,11227
61,13808,Blue Room for 2 in Brownstone for $1350 monthly,54275,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,40.68064,-73.94039,Private room,84,1,169,2022-08-20,1.13,3,253,15,,11216
62,101053,Colorful Artistic Williamsburg Apt w/ 3 Bedrooms,530032,Lee And Tara,Brooklyn,Williamsburg,40.71116,-73.95484,Private room,175,60,38,2021-07-12,0.28,1,0,0,,11211
63,14290,* ORIGINAL BROOKLYN LOFT *,56104,James,Brooklyn,Williamsburg,40.70348,-73.93621,Entire home/apt,245,1,148,2022-08-14,0.95,1,121,36,,11206
64,14314,Greenpoint Place...Has It All!,56246,Jeanne,Brooklyn,Greenpoint,40.73535,-73.95584,Entire home/apt,99,30,179,2020-08-16,1.15,1,98,0,,11222
65,14434,Private Bliss Art Space 2,7356,Garon,Brooklyn,Bedford-Stuyvesant,40.68777,-73.94976,Private room,70,30,60,2022-06-01,0.4,2,332,2,,11216
67,103161,Cozy+equipped+super dedicated workspace PRIME WBG,465278,Ade,Brooklyn,Williamsburg,40.71551,-73.96274,Entire home/apt,395,10,145,2022-06-30,1.33,1,364,6,,11249
68,57297,"Clean & bright 1BR in Cobble Hill, GREAT location!",199392,S.M.,Brooklyn,Brooklyn Heights,40.69003,-73.99338,Entire home/apt,208,7,269,2022-08-08,1.88,1,4,26,,11201
72,103311,2 BR w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73778,-73.95366,Private room,728,2,9,2018-05-19,0.07,30,91,0,,11222
73,103555,Clean&Serene in Scenic Fort Greene,220001,Gordon,Brooklyn,Fort Greene,40.693047,-73.971985,Entire home/apt,375,1,281,2022-05-09,2.03,1,249,1,,11205
74,15385,"Very, very cozy place",60252,Cristina,Brooklyn,Williamsburg,40.71211,-73.96397,Private room,82,7,49,2020-02-07,0.33,1,190,0,,11249
80,58062,South Slope Green,277394,Linda,Brooklyn,Windsor Terrace,40.65912,-73.9842,Private room,139,2,25,2020-02-16,0.21,1,0,0,,11215
83,16326,Comfortable 4-bedroom apt in family house.,63588,Dimitri,Brooklyn,Prospect Heights,40.67839,-73.96642,Entire home/apt,175,30,154,2021-11-06,1.06,1,134,2,,11238
85,16338,Double Room w  Deck Clinton Hill Best Area,63613,Patricia,Brooklyn,Clinton Hill,40.69121,-73.96804,Private room,55,21,29,2021-02-28,0.19,2,271,0,,11205
88,106647,Tree lined block modern apartment,552679,Olivia,Brooklyn,Bedford-Stuyvesant,40.68647,-73.95862,Entire home/apt,150,2,123,2022-07-04,0.89,1,38,14,,11238
90,106906,Sunny Top Floor Fort Greene Two Bedroom,553964,Justine,Brooklyn,Clinton Hill,40.68615,-73.96769,Entire home/apt,225,45,12,2016-01-05,0.09,1,262,0,,11238
91,16595,Full Floor Loft ~ Six Windows ~ Home Theater ~ Tub,64522,Ariel,Brooklyn,Williamsburg,40.7092,-73.96641,Entire home/apt,564,1,237,2022-08-21,1.64,1,341,33,,11249
92,107630,Sweet Historic Greenpoint Duplex,306739,Maya,Brooklyn,Greenpoint,40.72741,-73.95466,Entire home/apt,209,3,320,2022-08-21,2.34,2,95,30,,11222
110,112435,ALL ABOUT A VERY COMFORTABLE ROOM..,181376,Carol,Brooklyn,Fort Greene,40.69132,-73.97306,Private room,95,30,177,2020-02-16,1.29,2,343,0,,11205
112,19812,2 bedroom Williamsburg Apt - Bedford L stop,74857,Starlee,Brooklyn,Williamsburg,40.71802,-73.95724,Entire home/apt,105,30,61,2018-08-09,0.4,1,280,0,,11211
113,113092,Rm in Beautiful Luxury Apt. Bldg,575906,San,Brooklyn,Fort Greene,40.6905,-73.97867,Private room,90,30,0,,,1,0,0,,11201
114,20913,Charming 1 bed GR8 WBurg LOCATION!,79402,Christiana,Brooklyn,Williamsburg,40.70967,-73.95922,Entire home/apt,80,30,168,2018-07-22,1.15,1,0,0,,11249
117,113265,Brooklyn- Crown Heights Garden Apt.,314582,Anthony,Brooklyn,Crown Heights,40.67582,-73.9518,Private room,55,30,273,2022-07-31,1.99,2,326,3,,11216
119,62925,Beautiful Landmarked Duplex,306739,Maya,Brooklyn,Greenpoint,40.72967,-73.95352,Entire home/apt,288,3,152,2022-08-06,1.08,2,95,10,,11222
127,118061,Style in Stuyvesant Heights,2248897,Roberta,Brooklyn,Bedford-Stuyvesant,40.68462,-73.92895,Entire home/apt,120,30,89,2022-08-06,0.67,1,254,5,,11233
128,63657,"Private, Large & Sunny Top Floor Apt  w/W&D",170510,Renée,Brooklyn,Bedford-Stuyvesant,40.68253,-73.94295,Entire home/apt,135,30,268,2019-12-08,1.88,2,0,0,,11216
130,23135,House On Henry (3rd FLR Suite),11481,Annette,Brooklyn,Carroll Gardens,40.67747,-74.00146,Entire home/apt,248,3,285,2022-08-27,1.9,3,334,19,,11231
132,121687,Spacious Brooklyn Loft,262812,Vikram,Brooklyn,Williamsburg,40.71983,-73.95992,Entire home/apt,175,30,57,2021-08-12,0.43,1,29,0,,11249
133,64000,Williamsburg loft bunk bed   l,312722,Kris & Di,Brooklyn,Williamsburg,40.70705,-73.95489,Private room,55,30,14,2019-01-07,0.1,3,310,0,,11211
134,121861,"Park Slope Apt:, Spacious 2 bedroom",611716,Elizabeth,Brooklyn,Park Slope,40.6755,-73.98137,Entire home/apt,165,2,28,2022-08-01,0.2,2,74,2,,11215
136,64107,BROOKLYN  STUDIO APARTMENT,313317,Niya,Brooklyn,Crown Heights,40.67582,-73.94316,Private room,100,3,308,2020-01-03,2.16,1,1,0,,11216
137,24285,Beautiful Duplex Apartment,97797,Brandon,Brooklyn,Park Slope,40.67115,-73.98026,Entire home/apt,220,30,93,2022-08-09,0.62,1,81,3,,11215
138,25406,"Modern Brooklyn Apt., August sublet",105538,Erik,Brooklyn,Williamsburg,40.71649,-73.94865,Entire home/apt,83,30,29,2018-05-26,0.26,1,0,0,,11211
142,26785,Park Slope Green Guest House,42273,Dani,Brooklyn,South Slope,40.6686,-73.98723,Entire home/apt,90,30,479,2022-05-31,3.21,3,129,3,,11215
143,64314,cozy bedroom in lovely garden apt,314256,Debbie,Brooklyn,Crown Heights,40.67634,-73.95143,Private room,75,30,45,2020-02-22,0.32,1,306,0,,11216
144,64365,Crown Heights Garden Apt.,314582,Anthony,Brooklyn,Crown Heights,40.67579,-73.95072,Private room,60,30,251,2022-09-02,1.81,2,289,7,,11216
146,125163,Authentic New York City Living,622855,Desmond,Brooklyn,Bedford-Stuyvesant,40.68595,-73.92923,Private room,99,3,62,2022-08-23,0.57,2,325,12,,11221
147,65268,Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn,319092,Juhli,Brooklyn,Bedford-Stuyvesant,40.68305,-73.95195,Private room,75,5,63,2019-01-05,0.47,1,162,0,,11216
152,65615,Farmhouse Apartment in Williamsburg,320761,Valerie,Brooklyn,Williamsburg,40.7106,-73.95178,Entire home/apt,85,10,56,2020-09-05,0.4,1,0,0,,11211
154,127387,"Luxe, Spacious 2BR 2BA Nr Trains",23276,Katharine,Brooklyn,Gowanus,40.66895,-73.99136,Entire home/apt,260,30,3,2014-08-04,0.02,1,221,0,,11215
156,29013,B & B Room 1,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.68288,-73.95646,Private room,80,30,70,2022-04-15,0.48,5,262,3,,11238
157,29628,"Comfortable, Sunny Room",127608,Chris,Brooklyn,Clinton Hill,40.68292,-73.96381,Private room,89,3,325,2022-08-31,2.18,1,251,39,,11238
158,65660,Bright+Spacious Williamsburg Abode!,320538,Larissa,Brooklyn,Williamsburg,40.70797,-73.94792,Entire home/apt,106,30,162,2022-06-26,1.14,2,82,4,,11206
164,66008,CHARMING CARROLL GARDENS APT.,322884,Melissa,Brooklyn,Carroll Gardens,40.68028,-73.99328,Entire home/apt,190,30,68,2020-03-22,0.53,1,218,0,,11231
167,134934,Prime Williamsburg Apartment,652842,Giovanni,Brooklyn,Williamsburg,40.71771,-73.95849,Entire home/apt,250,5,27,2019-12-07,0.28,1,0,0,,11249
168,135465,Garden apartment close to Manhattan,663879,Christopher,Brooklyn,Fort Greene,40.68646,-73.97548,Entire home/apt,170,3,119,2022-08-28,0.9,1,265,9,,11217
169,66741,Charming Garden Apt in Park Slope,327673,Stefano,Brooklyn,Park Slope,40.67548,-73.98315,Entire home/apt,174,2,281,2022-09-05,1.99,2,252,28,,11215
171,136493,"Historical home w/ exceptional space, light & art",663384,Irena,Brooklyn,Park Slope,40.67494,-73.97792,Entire home/apt,325,5,35,2022-08-21,0.29,1,0,7,,11215
172,31902,Sanctuary in East Flatbush,137292,Sunder,Brooklyn,East Flatbush,40.6327,-73.93184,Private room,80,30,4,2019-10-14,0.03,1,0,0,,11234
173,66974,"Lovely, Modern, Garden Apartment",329436,Jana,Brooklyn,Gowanus,40.68088,-73.99102,Entire home/apt,210,2,194,2022-08-21,1.55,2,242,58,,11231
174,139624,"Spacious,Sunny, private one bedroom",680818,Jessica,Brooklyn,Crown Heights,40.67478,-73.95165,Entire home/apt,70,90,80,2021-09-21,0.6,1,0,1,,11216
176,31994,Room with En Suite Bathroom & Deck,137814,Waldemar,Brooklyn,Clinton Hill,40.68818,-73.96383,Private room,97,2,513,2022-08-11,3.46,2,296,28,,11238
177,32037,Huge Private  Floor at The Waverly,116599,Sahr,Brooklyn,Clinton Hill,40.68513,-73.96648,Private room,139,30,92,2020-02-09,0.63,2,345,0,,11238
178,33009,Retreat in Williamsburg,143027,Ming,Brooklyn,Williamsburg,40.71512,-73.95899,Entire home/apt,195,4,284,2022-07-30,1.92,1,272,17,,11211
179,140133,Truly Amazing Oasis In The City,622866,Daniel,Brooklyn,Williamsburg,40.71347,-73.96035,Entire home/apt,153,30,178,2022-06-26,1.32,1,241,5,,11211
180,67299,Cozy Garden Apartment  in Williamsburg,330347,Adrienne,Brooklyn,Williamsburg,40.71516,-73.96448,Entire home/apt,155,30,74,2022-06-26,0.53,1,119,5,,11249
184,141154,Affordable Furnished Apartment,686768,Mark,Brooklyn,Boerum Hill,40.6857,-73.98131,Entire home/apt,100,30,263,2020-03-11,1.95,1,187,0,,11217
186,141335,Architect's Brownstone,687361,Orna,Brooklyn,Park Slope,40.67487,-73.97637,Entire home/apt,900,1,39,2022-08-21,0.31,2,353,2,,11215
189,36934,Great location in Williamsburg,159370,Viviana,Brooklyn,Williamsburg,40.71371,-73.96203,Entire home/apt,150,6,27,2018-12-27,0.19,1,3,0,,11249
191,38663,Luxury Brownstone in Boerum Hill,165789,Sarah,Brooklyn,Boerum Hill,40.68442,-73.98068,Entire home/apt,900,3,39,2022-09-04,0.32,1,222,12,,11217
192,39282,“Work-from-home” from OUR home.,168525,Gus,Brooklyn,Williamsburg,40.71065139770508,-73.95087432861328,Private room,150,4,245,2022-07-14,1.66,2,5,13,,11206
199,39704,"Private, Large & Sunny 1BR w/W&D",170510,Renée,Brooklyn,Bedford-Stuyvesant,40.68216,-73.94594,Entire home/apt,135,30,337,2019-12-12,2.3,2,0,0,,11216
200,148259,Garage Studio Designer Loft,716064,Mihalis,Brooklyn,Williamsburg,40.71345,-73.94289,Entire home/apt,330,3,90,2022-09-03,0.74,1,327,8,,11211
202,68900,Bright Beautiful Brooklyn,343250,Jason,Brooklyn,Greenpoint,40.73094,-73.95484,Private room,100,30,7,2019-10-26,0.07,1,249,0,,11222
207,42729,House On Henry (2nd FLR Suite),11481,Annette,Brooklyn,Carroll Gardens,40.67813,-74.00062,Entire home/apt,203,4,188,2022-08-14,1.29,3,344,18,,11231
211,44229,BROOKLYN VICTORIAN STYLE SUITE.....,181376,Carol,Brooklyn,Fort Greene,40.69287,-73.97108,Private room,110,30,231,2020-02-11,1.59,2,365,0,,11205
212,44973,Creative South Williamsburg Studio,198411,Anastasia,Brooklyn,Williamsburg,40.70894,-73.95234,Entire home/apt,98,30,126,2022-08-07,0.87,1,112,3,,11211
218,45556,"Fort Greene, Brooklyn: Center Bedroom",67778,Doug,Brooklyn,Fort Greene,40.68834,-73.97578,Private room,65,2,339,2022-09-02,2.32,3,118,59,,11217
219,150989,"Sunlit 1 bedroom apt: Williamsburg, Brooklyn",727084,Daniela,Brooklyn,Williamsburg,40.71584,-73.96355,Entire home/apt,140,30,19,2022-02-06,0.14,1,0,1,,11249
220,71384,Gigantic Private Brooklyn Loft!,365153,Ben,Brooklyn,Greenpoint,40.72919,-73.95588,Entire home/apt,229,1,50,2014-05-13,0.36,1,0,0,,11222
222,169483,Very close to Downtown Awesome Private Apartment,807642,Jeffrey,Brooklyn,Gravesend,40.60602,-73.97076,Entire home/apt,184,7,0,,,2,0,0,,11223
223,152071,Park Slope Apartment,731855,Wendy,Brooklyn,Park Slope,40.67231,-73.97878,Entire home/apt,150,2,0,,,1,0,0,,11215
228,170761,"Fort Greene, Brooklyn: Front Bedroom",67778,Doug,Brooklyn,Fort Greene,40.68876,-73.97758,Private room,85,2,113,2022-09-04,1.11,3,121,41,,11217
230,72265,"Private, Cozy 1-BR Railroad Flat in Greenpoint",340692,Vanessa,Brooklyn,Greenpoint,40.72744,-73.953,Private room,85,5,35,2021-09-28,0.3,1,0,1,,11222
235,157673,Large  Loft Style  Studio  Space,757166,Tokunbo,Brooklyn,Bedford-Stuyvesant,40.68096,-73.94062,Entire home/apt,65,30,92,2020-11-06,0.68,1,235,0,,11216
237,158061,Hancock Town House!-Stuyvesant Mews,758441,Fred,Brooklyn,Bedford-Stuyvesant,40.68511,-73.91927,Private room,165,30,27,2017-10-08,0.2,4,365,0,,11233
238,159749,Purple Room for 2/3 in brownstone $1450 per month,54275,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,40.68048,-73.93938,Private room,81,2,76,2020-01-03,0.57,3,2,0,,11216
239,159815,The Art Room for two in Brownstone for $1250/mo,54275,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,40.68048,-73.93938,Private room,70,1,59,2022-08-23,0.44,3,1,7,,11216
241,171978,Bright spacious brooklyn apt,820011,Ike,Brooklyn,Crown Heights,40.66946,-73.94638,Entire home/apt,94,7,8,2012-10-16,0.06,2,286,0,,11213
243,74860,"Sunlit and Cozy Williamsburg/Greenpoint, Brooklyn",394752,Allison,Brooklyn,Greenpoint,40.72364,-73.95013,Entire home/apt,75,30,3,2019-10-30,0.02,1,0,0,,11222
244,162493,Prime Williamsburg 3 BR with Deck,776490,Andres,Brooklyn,Williamsburg,40.71174,-73.95798,Entire home/apt,582,6,47,2022-06-18,0.55,1,119,4,,11211
246,77517,Room in Willyburg Loft (Only Long Stays),415660,Carmen,Brooklyn,Williamsburg,40.71407,-73.96657,Private room,100,28,3,2012-07-23,0.02,3,336,0,,11249
247,173151,spacious room,826459,Jane,Brooklyn,Greenpoint,40.72852,-73.95655,Private room,78,30,262,2020-03-08,1.94,1,23,0,,11222
249,162508,Beautiful Brooklyn Oasis,776645,Placid,Brooklyn,Crown Heights,40.67188,-73.95097,Entire home/apt,130,30,28,2019-09-23,0.23,1,0,0,,11216
251,242643,"Spacious 1br, Sleeps 4 comfortably, dishwasher, TV",1273825,Lauryn,Brooklyn,Williamsburg,40.70652,-73.93991,Entire home/apt,146,2,49,2022-06-30,0.4,1,308,7,,11206
258,166172,Private Stay In Peaceful Artist Apartment,792159,Wanda,Brooklyn,Bushwick,40.68478,-73.9066,Private room,55,30,62,2019-09-29,0.56,1,0,0,,11207
262,245574,Brooklyn Brownstone apartment,1288460,Al-,Brooklyn,Bedford-Stuyvesant,40.68921,-73.95439,Entire home/apt,134,3,245,2022-08-23,1.85,1,276,29,,11205
263,166983,"3 BR, Beautiful Brooklyn Duplex",795640,Jilly,Brooklyn,Carroll Gardens,40.68194,-73.99708,Entire home/apt,350,30,6,2015-08-08,0.04,1,0,0,,11231
266,168123,"Sunny, quiet, legal homelike suite-Pk Slope South",720558,Sara,Brooklyn,Windsor Terrace,40.65891,-73.98556,Entire home/apt,100,30,118,2022-08-03,0.88,1,72,8,,11215
270,248865,Loft Suite,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Entire home/apt,339,2,38,2020-03-08,0.29,30,102,0,,11222
271,169464,Creative Vintage Loft in S. Williamsburg,806774,Ali & SweetPea,Brooklyn,Williamsburg,40.70829,-73.96564,Entire home/apt,85,30,98,2020-03-18,0.72,2,5,0,,11249
272,280315,Crown Height's Brooklyn Cozy Apt,1151818,Gabrielle,Brooklyn,Crown Heights,40.67265,-73.94486,Entire home/apt,250,30,26,2014-10-31,0.2,1,0,0,,11213
273,248966,bklyn private bedroom bathroom lux,1304390,Barry,Brooklyn,Bushwick,40.69913,-73.93107,Private room,82,30,43,2017-08-31,0.35,2,341,0,,11206
276,188803,"Fort Greene, Brooklyn: Back Bedroom",67778,Doug,Brooklyn,Fort Greene,40.68915,-73.97686,Private room,90,2,20,2022-08-26,0.23,3,0,7,,11217
282,249704,"Sunny, Modern 1 BR in Williamsburg",966806,Mary And Charles,Brooklyn,Williamsburg,40.71065,-73.94102,Entire home/apt,150,30,21,2022-01-06,0.16,1,164,4,,11206
283,249867,HANCOCK VERY SMALL ROOM,758441,Fred,Brooklyn,Bedford-Stuyvesant,40.68532,-73.91881,Private room,100,30,7,2018-10-07,0.05,4,365,0,,11233
286,189732,Family & Friends In New York City,489400,O'Dell,Brooklyn,East New York,40.67346,-73.87263,Entire home/apt,183,3,273,2022-08-05,2.04,1,298,34,,11208
287,282977,Park Slope Brooklyn!  Sunny Bedroom.,1474071,Diana,Brooklyn,Park Slope,40.6732,-73.97998,Private room,135,4,284,2022-08-01,2.18,1,299,28,,11215
288,189787,Spacious & Comfy BK Brownstone,915640,Sundiata,Brooklyn,Crown Heights,40.66941,-73.94988,Entire home/apt,108,30,103,2020-01-01,0.77,1,0,0,,11225
294,286662,Charming Brooklyn Studio,1491538,Erika,Brooklyn,Crown Heights,40.67223,-73.95556,Entire home/apt,110,3,310,2022-09-06,2.39,1,244,33,,11216
295,190968,Lovely Brooklyn Brownstone 1BR!,922922,Karen,Brooklyn,Prospect Heights,40.67914,-73.96443,Entire home/apt,175,3,37,2019-12-28,0.28,1,0,0,,11238
296,252865,"""BEST PLACE TO LIVE"" in NYC, North Park Slope",194457,Grace,Brooklyn,Prospect Heights,40.67882,-73.97224,Private room,55,30,5,2019-11-02,0.05,1,0,0,,11217
297,253466,Loft Suite,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Entire home/apt,339,2,48,2022-07-14,0.44,30,229,9,,11222
298,253471,Loft Suite,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Entire home/apt,339,2,28,2022-05-18,0.25,30,221,3,,11222
299,253475,Loft Suite,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Entire home/apt,339,2,81,2022-08-25,0.63,30,230,11,,11222
302,253800,Loft Suite,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Entire home/apt,339,2,33,2022-08-17,0.25,30,232,4,,11222
303,253803,Loft Suite,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Entire home/apt,339,2,28,2022-09-04,0.22,30,224,3,,11222
304,253806,Loft Suite,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Entire home/apt,339,2,48,2022-06-24,0.37,30,232,2,,11222
305,253811,Loft Suite,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Entire home/apt,339,2,64,2022-07-22,0.49,30,229,10,,
306,253815,Loft Suite,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Entire home/apt,339,2,75,2022-07-16,0.59,30,223,18,,
307,253828,Duplex w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Private room,529,2,11,2022-08-08,0.09,30,87,3,,
308,253839,Loft w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Private room,372,2,6,2022-09-04,0.05,30,222,2,,
309,253842,1 Bedroom Apartment with Private Terrace,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Private room,336,3,7,2020-08-01,0.07,30,219,0,,
310,253846,Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Hotel room,308,2,26,2022-09-03,0.21,30,220,12,,
311,287397,Bed Stuy Pride! Welcome to Brooklyn,1029021,Jameelah,Brooklyn,Bedford-Stuyvesant,40.69049,-73.93212,Entire home/apt,77,30,49,2022-08-03,0.38,2,209,4,,
312,253988,Fort Greene 1 Bdrm w Private Access & Private Bath,136962,Li,Brooklyn,Fort Greene,40.68604,-73.9697,Private room,160,7,3,2022-06-24,0.23,1,0,2,,
313,254168,2 BR Duplex @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Private room,728,2,7,2018-11-16,0.06,30,92,0,,
314,254409,Husband & Wife Art-Filled Apartment,1336542,Mark Elijah,Brooklyn,Clinton Hill,40.68136,-73.9654,Entire home/apt,110,1,2,2014-01-13,0.02,1,0,0,,
