,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,ZipCodes
14023,25110301,"Sunny home in Sunnyside, NY",41783072,Daniela & Steven,Queens,Sunnyside,40.7447,-73.92314,Private room,80,30,0,,,1,0,0,,
14031,25235760,Location Astoria Park ( only female ),3250450,Petya,Queens,Astoria,40.77221,-73.92885,Private room,43,30,1,2018-06-30,0.02,18,341,0,,
14034,25113126,Panda Pod,6801469,Kelly,Queens,College Point,40.78969,-73.84144,Entire home/apt,75,4,72,2022-08-29,1.39,1,52,14,,
14035,25113440,"1 BR APT amazing location, malls, transportation",189829767,Amro,Queens,Rego Park,40.73444,-73.86132,Entire home/apt,85,30,2,2019-09-09,0.05,1,0,0,,
14049,25448433,Large BR 1 Block From Subway 20 min to Manhattan,192085313,Rachel,Queens,Rego Park,40.73057174682617,-73.86692810058594,Private room,50,31,43,2022-07-09,0.83,1,176,4,,
14055,25274961,Beautiful cozy Room,37842947,Heena,Queens,Woodside,40.75407,-73.9019,Private room,125,1,4,2021-09-05,0.08,1,66,0,,
14058,25137887,Beach front Dublex near jfk,187383058,John,Queens,Arverne,40.58783,-73.79603,Entire home/apt,650,30,39,2019-10-15,0.75,2,311,0,,
14060,25138975,Charming Sunny 2-bedroom oasis in Rockaway Beach,81754218,Yaffa,Queens,Rockaway Beach,40.58614,-73.8164,Entire home/apt,92,30,36,2019-11-26,0.7,1,0,0,,
14065,25471574,"Solo Traveler Heaven, Close to Midtown & Airports",40711894,Jessica,Queens,Elmhurst,40.74011,-73.88734,Private room,85,1,29,2022-08-23,0.58,3,136,27,,
14071,25719557,Big Apple Retreat,102799406,Gail,Queens,Maspeth,40.71461,-73.9063,Entire home/apt,129,30,14,2020-02-17,0.27,2,0,0,,
14095,25284335,1 Bed in a 6-Bed Mixed Gender Dorm with Private Bathroom,82111391,The Local,Queens,Long Island City,40.749435,-73.94783,Shared room,70,1,49,2022-08-23,0.94,5,302,29,,
14114,25531848,Queens Newyork Entire Luxury Condominium Studio,192649658,Moreira,Queens,Long Island City,40.74975,-73.94185,Entire home/apt,150,30,1,2022-08-14,1.0,1,339,1,,
14121,25538397,3 bedroom Tourist's heaven 2nd floor,156557516,Leena,Queens,Long Island City,40.76133,-73.92961,Entire home/apt,201,2,92,2022-09-05,1.77,1,290,31,,
14128,25781295,Big private room in Sunnyside NYC 7 min Subway,58234433,Jose,Queens,Sunnyside,40.73517,-73.92008,Private room,59,1,50,2022-09-03,0.97,6,0,25,,
14129,25781535,Great private room in NYC 20 min to Manhattan,58234433,Jose,Queens,Sunnyside,40.73492,-73.91991,Private room,50,1,59,2022-08-30,1.14,6,344,21,,
14148,25545177,Beautiful apartment in Ridgewood,189421403,Stefan,Queens,Ridgewood,40.70524,-73.90222,Entire home/apt,159,3,21,2022-08-28,0.41,3,90,2,,
14163,25317793,Awesome Cozy Room in The Heart of Sunnyside!,136406167,Kara,Queens,Sunnyside,40.74104,-73.92636,Private room,65,30,47,2022-08-31,0.9,1,95,5,,
14165,25587778,Cozy Bedroom Full of Sunshine,46979077,Maya,Queens,Woodside,40.74068,-73.89156,Private room,50,30,100,2020-03-17,1.94,2,0,0,,
14169,25323446,Luxurious 2 bedroom home close to Airport and City,70774951,Farhan,Queens,East Elmhurst,40.76874,-73.87813,Entire home/apt,129,1,390,2022-03-27,7.48,3,0,55,,
14178,25638322,Nice area accessible to all public transportation!,106018910,Maria,Queens,Elmhurst,40.73705,-73.87849,Private room,88,30,2,2018-07-15,0.04,1,0,0,,
14180,25336605,Luxury Apartment - Stunning Manhattan Views,69825290,Colin,Queens,Long Island City,40.75168,-73.94023,Entire home/apt,275,1,4,2019-12-31,0.09,1,0,0,,
14183,25665981,"Bright & Airy 2  BR Apartment. LOCATION, LOCATION",151421618,Adesh,Queens,Ozone Park,40.68307,-73.84392,Entire home/apt,120,30,22,2022-06-11,0.48,4,2,1,,
14185,25669472,Warm and cozy studio apartment,121851703,Mo,Queens,Queens Village,40.72183,-73.73607,Entire home/apt,99,30,65,2022-08-04,1.25,3,0,6,,
14191,25674371,Percice home away from home 2mins from UBS Arena!,53440969,CJ & Raissa,Queens,Queens Village,40.71136,-73.74145,Entire home/apt,129,1,177,2022-09-03,3.42,1,80,70,,
14193,25829582,***WELCOME TO MI CASA TU CASA NEAR JFK/LGA AIRPORT,117543014,Jhonattan,Queens,Rego Park,40.72728,-73.85563,Private room,40,30,43,2019-04-28,0.83,1,64,0,,
14195,25677571,Manhattan View Garden Home,345956,Brenda,Queens,Long Island City,40.74581,-73.95336,Entire home/apt,600,3,7,2022-08-09,0.15,1,281,3,,
14196,25830323,"Centrally located from LGA, Manhattan & more",193485559,Helen,Queens,Sunnyside,40.74291,-73.9158,Private room,39,2,3,2022-09-03,0.1,1,14,2,,
14212,25972861,Private Studio in Queens,195219725,Marina,Queens,Kew Gardens Hills,40.72388,-73.81677,Entire home/apt,92,1,189,2022-08-22,3.67,1,3,38,,
14215,25842433,*THE BUSINESS TRAVELER ROOM*,48183551,Carlos,Queens,Elmhurst,40.74362,-73.88171,Private room,55,6,94,2022-09-05,1.84,5,282,28,,
14219,25356602,Cozy room 5 to 7 minutes from JFK airport.,123506305,Kisha,Queens,Springfield Gardens,40.66574,-73.77794,Private room,80,30,7,2019-07-01,0.13,1,0,0,,
14225,26190559,Lapp House,196838948,Daniel,Queens,Kew Gardens Hills,40.72206,-73.82188,Entire home/apt,160,30,0,,,1,0,0,,
14240,26200203,Bright 2BR Apartment in Woodside,5726293,Suah,Queens,Woodside,40.74423,-73.90886,Entire home/apt,109,30,24,2022-03-31,0.47,1,0,4,,
14242,26200249,ALIA’S  Place -JFK- 7 mins- walk to subway & buses,102410496,Alisha,Queens,Richmond Hill,40.6962,-73.82682,Entire home/apt,350,3,2,2018-08-05,0.04,2,358,0,,
14243,25883016,Pied-à-terre apartment (Photo/ Video ONLY ),56663545,Stefania,Queens,Elmhurst,40.72529,-73.88374,Entire home/apt,2000,4,0,,,1,90,0,,
14250,25887684,Gorgeous Two Br Apt in Jamaica Estates.,194520886,Nazma,Queens,Jamaica Estates,40.71258,-73.78952,Entire home/apt,150,30,27,2022-07-30,0.55,1,334,2,,
14256,26221423,"Cozy 2BR in Trendy LIC, 1 Stop From Manhattan",62701284,Steve,Queens,Long Island City,40.74355,-73.95154,Entire home/apt,239,30,83,2022-01-08,1.64,1,0,3,,
14267,25905991,Charming 3 Bedroom House in Forest Hills NY,148546760,Nicole,Queens,Forest Hills,40.72005,-73.85377,Entire home/apt,325,30,9,2019-07-31,0.18,1,0,0,,
14279,25914515,Onderdonk Hotel Studio,194554070,Daniel,Queens,Ridgewood,40.7088,-73.9147,Private room,55,30,1,2018-06-23,0.02,1,0,0,,
14282,26235873,Voted #1 Airbnb In NYC,197169969,Maria,Queens,Jamaica,40.68981,-73.80105,Entire home/apt,81,30,28,2022-08-05,0.55,1,365,1,,
14283,26238688,Super Cozy Studio Apartment,6141162,Myrto,Queens,Woodside,40.7418,-73.89558,Entire home/apt,80,7,9,2022-08-07,0.19,1,106,5,,
14289,25943177,"Lovely room with private bathroom, near Manhattan",58234433,Jose,Queens,Sunnyside,40.73498,-73.91854,Private room,83,1,61,2022-08-20,1.26,6,329,26,,
14290,25943635,Sunny room in great location,10304316,Engin,Queens,Astoria,40.76543,-73.91657,Private room,60,50,0,,,1,0,0,,
14297,25946142,"ENTIRE APARTMENT, enormous space Boho NYC vibes",195024069,Christina,Queens,Forest Hills,40.7243,-73.8474,Entire home/apt,130,21,0,,,2,138,0,,
14299,26254270,Ridgewood Artist enclave,138734174,Nikki,Queens,Ridgewood,40.70593,-73.90662,Entire home/apt,44,30,3,2019-01-04,0.06,1,0,0,,
14313,26455688,Close  to everywhere  in NYC !,158922261,Ana,Queens,Astoria,40.75601,-73.91337,Private room,69,2,84,2022-08-29,1.67,3,283,22,,
14314,26456925,"Room in 4BR/1BA Apt, 69 St Sta. 7 train, mins walk",137358866,Kaz,Queens,Woodside,40.74191,-73.89255,Private room,65,30,5,2022-08-10,0.11,111,349,3,,
14315,26255072,15 min to NYC from a comfy and clean house.,157295347,Ana,Queens,Woodside,40.74456,-73.90574,Private room,43,7,64,2022-04-11,1.25,1,271,12,,
14326,26271688,Room in 4BR1BA Sunnyside APT 11min Walk to Station,137358866,Kaz,Queens,Sunnyside,40.7365,-73.92049,Private room,65,30,12,2022-08-15,0.24,111,293,3,,
14328,26057365,Small Lagos one bedroom,63481165,Kunle,Queens,Cambria Heights,40.701292353802046,-73.74177963863274,Private room,40,30,0,,,4,347,0,,
14339,26060534,Cozy Private Bedroom for a Solo Female Traveler,17867234,Anna,Queens,Ridgewood,40.70828,-73.89458,Private room,120,2,14,2022-04-18,0.27,1,249,3,,
14342,26476238,"Comfort, clean and close to everything.",157506473,Al,Queens,Flushing,40.75804,-73.81857,Private room,40,30,6,2018-08-11,0.12,1,0,0,,
14349,26086126,Beautiful and Clean Private Bedroom with Bathroom,152708570,Zi,Queens,College Point,40.78086,-73.84665,Private room,62,2,75,2022-08-23,1.48,2,67,23,,
14356,26107318,Great Townhome!! 1 Stop from Manhattan! Sleeps 6,99268393,Brian,Queens,Long Island City,40.74462,-73.95128,Entire home/apt,175,30,71,2020-03-11,1.43,1,0,0,,
14358,26110466,"JFK Queens Home away from Home""House Of Suedajoy#3",175019394,Suzan,Queens,Jamaica,40.67162,-73.77911,Private room,70,1,143,2022-08-27,2.79,6,167,53,,
14359,26119005,"Alisha’s Place-JFK 10 MINS, walk to subway & buses",102410496,Alisha,Queens,Richmond Hill,40.69747,-73.82682,Entire home/apt,281,3,36,2022-06-27,0.72,2,350,7,,
14366,26131183,Kew Gardens Treasure,128774557,Shemroy,Queens,Kew Gardens,40.70977,-73.8285,Private room,52,21,11,2019-06-23,0.22,1,0,0,,
14382,26135711,Heaven away from Home!.,76237449,Majidudeen,Queens,Jamaica,40.70815,-73.79803,Entire home/apt,99,30,0,,,1,0,0,,
14386,26136583,Newly Renovated Cozy Apartment,6171984,Deanna,Queens,Jackson Heights,40.74878,-73.89577,Entire home/apt,156,30,2,2018-07-05,0.04,1,0,0,,
14391,26138702,Clean and big bedroom close to manhattan,18260424,Tevfik,Queens,Sunnyside,40.74499,-73.91666,Private room,73,30,1,2018-07-30,0.02,1,0,0,,
14392,26139590,Safe upscale zone master bedroom close to subway,15838559,Weimin,Queens,Forest Hills,40.71344,-73.85122,Private room,59,30,4,2018-08-03,0.08,3,0,0,,
14394,26149494,10 minutes from JFK Airport Rockaway Beach Heaven,196557649,Erica,Queens,Edgemere,40.59618,-73.76897,Entire home/apt,250,1,38,2022-08-18,0.8,2,357,17,,
14395,26496505,Beautiful Queens Home close to JFK and LGA,38920716,Hamad,Queens,Queens Village,40.70635,-73.74056,Entire home/apt,1800,31,223,2020-03-15,4.38,1,89,0,,
14397,26324904,Best place at queens,167568754,Konrad,Queens,Middle Village,40.71105,-73.87394,Entire home/apt,100,30,4,2018-09-09,0.08,1,0,0,,
14400,26327565,Queens home in quiet neighborhood,155152907,Anthony,Queens,St. Albans,40.70453,-73.76203,Private room,55,2,59,2022-07-15,1.19,2,265,13,,
14401,26153609,A Historic District Gem in Jackson Heights,196580929,Vivian,Queens,Jackson Heights,40.75232,-73.88695,Private room,49,1,13,2022-06-18,0.26,1,33,9,,
14404,26500063,Nice Bedroom with Private Bathroom Near Manhattan,127891176,Austin,Queens,Elmhurst,40.73699,-73.87393,Private room,75,3,71,2022-08-26,1.4,1,28,41,,
14405,26500082,"Room in 3BR2BA Queens apt w/ own bath, near subway",137358866,Kaz,Queens,Woodside,40.74221,-73.90223,Private room,89,30,2,2022-08-30,0.15,111,252,1,,
14408,26160959,Quiet and fun area! 20 min to NYC. Clean and Cozy!,142096180,Shane,Queens,Astoria,40.76661,-73.91456,Shared room,45,1,8,2020-02-09,0.22,1,0,0,,
14411,26501791,Amazing entire Apartment W/ Bedroom & Bath,199315923,Jacqueline,Queens,Glendale,40.70118,-73.87892,Entire home/apt,111,7,92,2022-08-28,1.82,1,241,14,,
14425,26352096,温馨方便COZY ROOM.1 min to subway& close to everything,115424426,Taylor,Queens,Elmhurst,40.7392,-73.87449,Private room,74,30,11,2018-09-20,0.22,1,0,0,,
14429,26186295,Cozy  room **10 Mins away from JFK Airport **,196701166,Dee,Queens,Rosedale,40.65252,-73.74051,Private room,70,30,1,2018-06-24,0.02,1,0,0,,
14437,26717141,"Cozy Room: 7 Minutes to LGA, 20 min to Manhattan !",65671256,Freddy,Queens,Jackson Heights,40.75744,-73.85988,Private room,62,1,217,2022-08-19,4.38,4,12,76,,
14454,26398257,3 Mins to LGA Airport Family Place,198206886,Jose,Queens,East Elmhurst,40.76595,-73.88185,Entire home/apt,145,3,10,2022-09-05,4.29,1,348,10,,
14456,26398894,NYC HOME BASE: Train @ 900ft; midtown 30min!,20912691,Jeff,Queens,Jamaica,40.71107,-73.78388,Entire home/apt,264,3,31,2021-07-04,0.62,5,0,0,,
14463,26421624,Cozy Long Island City Studio close to Manhattan,198666761,Izi,Queens,Long Island City,40.75288,-73.93555,Entire home/apt,71,30,58,2020-08-09,1.15,1,0,0,,
14468,26750461,Manhattan view from Queens- 15 min from NYC & BK,40643524,Mary,Queens,Sunnyside,40.7369,-73.92856,Shared room,85,30,1,2018-07-22,0.02,1,0,0,,
14471,26554937,"Beach Street Loft -  Surf Rockaway Beach, NYC, JFK",10457300,Andre,Queens,Arverne,40.59263,-73.7964,Entire home/apt,270,2,78,2022-09-03,1.54,2,95,17,,
14477,26755702,"Room in 3BR/1BA Woodside, 2min > 7 line 52 Station",137358866,Kaz,Queens,Woodside,40.74315,-73.91167,Private room,65,30,2,2018-12-01,0.04,111,335,0,,
14479,26448665,large room room close to manhattan,38713773,Fabrizio,Queens,Sunnyside,40.74347,-73.91396,Private room,70,30,1,2019-11-03,0.03,1,0,0,,
14487,26450631,20 Minutes to Times Square - 3 Bedroom Apartment,198890291,Mehedhi,Queens,Woodside,40.74173,-73.90586,Entire home/apt,306,5,185,2022-08-28,3.64,1,104,48,,
14496,26782162,"Near JFK & LaGuardia airport, cozy studio-style",27558716,Nhia,Queens,Queens Village,40.70765,-73.74777,Private room,76,1,124,2022-09-03,2.46,2,360,25,,
14497,26584254,Minimal style bedroom close to Manhattan,199887038,Theodoros,Queens,Ditmars Steinway,40.76977,-73.90849,Private room,72,3,23,2022-07-11,0.46,2,66,6,,
14498,26590931,💰法拉盛中心Private Studio,181710793,Michelle & Evelyn,Queens,Flushing,40.76429,-73.82869,Entire home/apt,65,30,4,2022-07-19,0.08,3,113,2,,
14510,26805586,Clay's Place@Bayswater,147710243,Clayton,Queens,Bayswater,40.60631,-73.75924,Entire home/apt,138,30,11,2022-08-13,0.29,1,155,2,,
14513,26600090,Very close to Manhattan!!! Muy cerca de Manhattan,158922261,Ana,Queens,Astoria,40.7568,-73.91448,Private room,69,2,79,2022-08-29,1.58,3,288,19,,
14517,26897453,"Private room with private bathroom, best location",135093573,Georgina,Queens,Long Island City,40.75673,-73.93386,Private room,80,4,143,2022-08-24,2.85,1,252,35,,
14519,26898028,"ONE Room →→→20mins to TimesSQ ☆彡  COZY, COZY, COZY",19303369,Hiroki,Queens,Woodside,40.74256,-73.90277,Private room,47,30,6,2022-07-04,0.12,175,22,1,,
14520,26808322,10 MINS TO MANHATTAN! Very private & sunny room.,54640485,Cagkan,Queens,Long Island City,40.75339,-73.9343,Private room,55,30,65,2020-03-16,1.29,1,0,0,,
14523,26900640,"Cozy Room w/AC in Woodside,Queens!",200239515,Shogo,Queens,Woodside,40.74249,-73.89317,Private room,40,30,6,2021-09-16,0.12,158,0,1,,
14528,26607691,15 min cozy train ride to the heart of nyc,200047329,Jose,Queens,Richmond Hill,40.7033,-73.82993,Private room,100,1,27,2022-08-19,0.53,3,354,8,,
14529,26608302,"Room in 3BR/2BA, Woodside, 4 min to 61 (7 train)",137358866,Kaz,Queens,Woodside,40.74679,-73.9066,Private room,75,30,3,2020-04-04,0.08,111,312,0,,
14537,26813610,Neat+Nice+Large dining area &  2 min to Subway,19303369,Hiroki,Queens,Woodside,40.74409,-73.90497,Private room,55,30,9,2022-04-26,0.2,175,0,2,,
14565,26645876,Lucky Home 像纽约有个温馨的家 安静整洁 Sunshine lovely Comfort,88576580,Anna,Queens,Flushing,40.75446,-73.82234,Private room,60,30,3,2018-08-19,0.06,2,0,0,,
14581,26664229,Queens center 25m to Manhattan 3m walk to subway,200439496,Richard And Su,Queens,Elmhurst,40.73832,-73.87247,Entire home/apt,198,30,20,2022-08-17,0.39,1,330,1,,
14584,26980415,COZY BDRM~IN NYC W/AIRPORT PICK UP,184669674,Donnihe Jhans,Queens,Middle Village,40.71009,-73.89344,Private room,99,4,29,2020-01-06,0.6,1,6,0,,
14586,26983183,Steps from Waterfront - 1 Bedroom Apartment,12512629,Kreshnik,Queens,Long Island City,40.74403,-73.95671,Entire home/apt,142,30,2,2019-12-03,0.04,1,0,0,,
14599,26670812,Lucky home 温馨如家,88576580,Anna,Queens,Flushing,40.75484,-73.82081,Private room,60,30,1,2018-08-15,0.02,2,0,0,,
14600,26863858,"SMALL ROOM/15 MIN CENTRAL PARK,TIME SQUEARE.",18523979,Mario,Queens,Sunnyside,40.74504,-73.91311,Private room,75,1,20,2022-07-15,0.49,1,349,14,,
14602,26682755,Comfy convenient apt 3 block from Main st Flushing,161899037,Tony,Queens,Flushing,40.7565,-73.83356,Entire home/apt,157,2,104,2022-09-06,2.06,7,70,40,,
14605,26688045,Room in 4BR/1.5BA Woodside Apt 4 min> 52St 7 train,137358866,Kaz,Queens,Woodside,40.74444,-73.90843,Private room,70,30,7,2022-07-29,0.28,111,342,3,,
14606,26690336,"Room in 4BR1BA Sunnyside APT, 11 min 7 train 46 St",137358866,Kaz,Queens,Sunnyside,40.73696,-73.9205,Private room,73,30,6,2022-06-05,0.14,111,333,2,,
14613,27141191,NewlyBuilt+Terrace 3min▶︎Subway 30min Manhattan,19303369,Hiroki,Queens,Elmhurst,40.73862,-73.87707,Private room,38,30,3,2022-05-11,0.23,175,4,2,,
14639,26876289,SmartHome║Rooftop║Balcony║4 Beds║2 Bath║2 Bedrooms,47424665,Brian,Queens,Ridgewood,40.70641,-73.90935,Entire home/apt,384,2,149,2022-08-21,2.99,2,311,36,,
14646,27166833,Newly renovated cozy 2 bedroom apartment 1st floor,204545471,Buddy,Queens,Ozone Park,40.67698,-73.84091,Entire home/apt,159,30,0,,,1,362,0,,
14658,27190005,1 Bedroom Suite By LGA / JFK airports & NYC!,204733512,Aramis,Queens,East Elmhurst,40.75902,-73.88238,Private room,42,30,19,2019-04-10,0.38,2,1,0,,
14662,27057790,EXC Location & Huge duplex  Apt,19303369,Hiroki,Queens,Woodside,40.74304,-73.90301,Private room,45,30,5,2022-02-03,0.14,175,10,2,,
14666,27195600,The Castle 3rd floor Penthouse Private Apartment,204773816,Marisa,Queens,Flushing,40.75814,-73.8205,Entire home/apt,96,3,65,2022-06-30,1.34,2,62,25,,
14667,26891909,"Minimal style bedroom, close to Manhattan",199887038,Theodoros,Queens,Ditmars Steinway,40.76959,-73.9078,Private room,51,3,0,,,2,0,0,,
14701,27090376,Cozy Master bedroom/private bath.,154037433,Roland,Queens,Jamaica,40.67045,-73.77414,Private room,76,1,24,2022-06-19,0.49,3,90,6,,
14704,27429253,"Cozy house in Woodside, comfortable are!!",200239515,Shogo,Queens,Woodside,40.74121,-73.89288,Private room,35,30,4,2019-08-21,0.1,158,0,0,,
14705,27429817,Spacious paradise all by urself DT Flushing Mainst,161899037,Tony,Queens,Flushing,40.75631,-73.83327,Private room,158,2,109,2022-09-04,2.63,7,71,43,,
14706,27430644,Bedroom Three (Master) in House Near JFK Airport,206714649,Cando,Queens,Jamaica,40.67424,-73.7971,Private room,65,2,177,2022-08-23,3.78,3,63,33,,
14720,27225643,Cozy room at Pat's Paradise,187870198,Patricia,Queens,Rockaway Beach,40.5834,-73.81674,Private room,50,30,13,2022-08-20,0.26,2,285,2,,
14733,27584915,CLEAN PRIVATE bathroom in Newly built in 2014,204704622,Momoyo,Queens,Elmhurst,40.73861,-73.87629,Private room,59,30,1,2021-04-14,0.06,157,0,0,,
14736,27246943,Private room in Arverne,16397094,Christelle,Queens,Arverne,40.5947,-73.79973,Private room,40,2,3,2022-08-06,1.22,1,95,3,,
14739,27455308,queens dainty cozy  studio for two in jfk/lga area,206889476,Shondel,Queens,Jamaica,40.68267,-73.79305,Entire home/apt,85,30,107,2021-04-29,2.19,1,0,0,,
14744,27264926,"豪华双人间
法拉盛步行地铁站",158181451,Sophia,Queens,Flushing,40.75012,-73.82915,Private room,38,30,1,2019-10-29,0.03,8,0,0,,
14747,27585318,CLEAN PRIVATE bathroom in Newly built in 2014,204704622,Momoyo,Queens,Elmhurst,40.73877,-73.87713,Private room,50,30,9,2022-06-30,0.25,157,0,4,,
14758,27273414,Cozy  private room,158181451,Sophia,Queens,Flushing,40.74858,-73.82934,Private room,38,30,0,,,8,0,0,,
14764,27290448,"舒适独立房间法拉盛步行地铁站
Flushing Cozy room W/Queen Size bed",158181451,Sophia,Queens,Flushing,40.74983,-73.82738,Private room,38,30,3,2021-11-25,0.09,8,0,1,,
14766,27608063,Best of Both Worlds! Sunny Bedroom 15 Min to NYC,6388234,Andi,Queens,Forest Hills,40.71901,-73.84461,Private room,120,30,0,,,1,53,0,,
14769,27477710,Beautiful Two Bedroom! 8min to LGA & 17 to JFK 中英文,157337532,Henry,Queens,College Point,40.77873,-73.84257,Entire home/apt,181,2,196,2022-09-04,4.01,4,77,43,,
14776,27299275,"豪华独立3人间
法拉盛步行地铁站",158181451,Sophia,Queens,Flushing,40.74857,-73.82952,Private room,45,30,0,,,8,0,0,,
14777,27301758,Beautiful Woodhaven Home,205684793,Edina,Queens,Woodhaven,40.69097,-73.84858,Entire home/apt,135,30,1,2018-08-13,0.02,2,0,0,,
14779,27312147,Good location♪ 2min from station! 5Lines u can use,200239515,Shogo,Queens,Woodside,40.74644,-73.89335,Private room,37,30,5,2022-02-16,0.1,158,45,1,,
14781,27312914,Mint room. Private bath. in room Central  Flushing,205745676,Liqin,Queens,Flushing,40.75951,-73.82139,Private room,91,1,145,2022-08-25,2.9,9,320,76,,
14782,27610245,Brand New 1 Bedroom w/Parking-25 Mins to Manhattan,59765638,Philip,Queens,Douglaston,40.76741,-73.74617,Entire home/apt,130,5,54,2022-08-29,1.1,1,110,11,,
14784,27610367,Beyond Stay-near JFK/UBS/World Resort Casino,85202871,Natiesha,Queens,Rosedale,40.65272,-73.72614,Entire home/apt,109,2,14,2022-07-25,0.9,2,271,10,,
14785,27612876,Spotless. Private bath. in room. Center Flushing.,205745676,Liqin,Queens,Flushing,40.75922,-73.81958,Private room,98,2,89,2022-09-02,1.79,9,355,36,,
14786,27314650,Gorgeous room. private-bath. In room Mid Flushing.,205745676,Liqin,Queens,Flushing,40.7577,-73.81925,Private room,98,1,129,2022-09-03,2.59,9,312,50,,
14789,27329048,"Room in 3BR1BA APT, 2 mins walk 52st-Woodside (7)!",137358866,Kaz,Queens,Woodside,40.74378,-73.91098,Private room,75,30,5,2022-04-03,0.12,111,156,1,,
14790,27329928,"Room in 3BR2BA Elevator Apt, 4min to 61 St station",137358866,Kaz,Queens,Woodside,40.74654,-73.90825,Private room,89,30,12,2022-07-30,0.27,111,310,4,,
14791,27482592,"Cute, clean and sunny one bedroom with character",52644225,Alex And Tatiana,Queens,Sunnyside,40.74185,-73.92569,Entire home/apt,85,30,3,2018-09-10,0.06,1,0,0,,
14795,27620424,Two bedrooms apt. in Jamaica Estates,112963302,Sultan,Queens,Jamaica Estates,40.71261,-73.78967,Entire home/apt,150,30,33,2021-02-23,0.67,1,178,0,,
14805,27334148,Cozy family style Woodhaven home near JFK Airport,205684793,Edina,Queens,Woodhaven,40.68926,-73.84916,Entire home/apt,135,30,4,2018-12-15,0.08,2,0,0,,
14809,27499097,ELEXEY'S COMFORT....This room is small and cozy.,185889529,Michelle,Queens,St. Albans,40.70602,-73.75861,Private room,65,3,145,2022-08-29,2.93,4,358,28,,
14812,27504048,"Quiet & Cheap, 15 minutes to Manhattan",63199008,Sophia Yi,Queens,Woodside,40.74418,-73.89154,Private room,39,30,1,2018-08-20,0.02,1,0,0,,
14816,27628754,NYC deluxe 1 bedroom apartment 15 min to Manhattan,68907781,Dafni,Queens,Astoria,40.76865,-73.92744,Entire home/apt,160,5,13,2022-01-02,0.27,2,0,1,,
14823,27662837,Comfort room w/Private bath. In room. Mid-Flushing,205745676,Liqin,Queens,Flushing,40.75954,-73.81981,Private room,91,2,71,2022-07-30,1.44,9,351,30,,
14834,27674973,"Private cozy room in woodside,20 min to manhattan",86574608,Özge,Queens,Woodside,40.7444,-73.90805,Private room,30,30,3,2019-04-17,0.06,1,0,0,,
14836,27676268,Large room. private bath. in room.  Mid-Flushing,205745676,Liqin,Queens,Flushing,40.75898,-73.82139,Private room,98,2,131,2022-08-31,2.64,9,351,42,,
14839,27681714,"Studio in our home Jamaica, Queens 17Min JFK",208946050,Daphnee/Allan,Queens,Jamaica,40.69737,-73.78869,Entire home/apt,62,30,68,2020-11-15,1.38,1,0,0,,
14840,27341015,"Bright, Cozy, Eclectic Home in Queens",133298502,Dalila,Queens,Ozone Park,40.68295,-73.85432,Private room,90,1,5,2022-09-04,0.14,1,362,3,,
14850,27519196,Nice Bayside 1 bedroom Apartment,50909051,Miranda,Queens,Bayside,40.76753,-73.76249,Entire home/apt,95,30,16,2020-12-09,0.32,1,139,0,,
14853,27684910,New york Single family home,85113502,Sheldon,Queens,St. Albans,40.70462,-73.77069,Entire home/apt,110,30,0,,,1,0,0,,
14854,27686998,Room in 4BR/1BA Queens apt near 7 train 69 Station,137358866,Kaz,Queens,Woodside,40.74138,-73.8921,Private room,59,30,5,2022-06-14,0.12,111,341,3,,
14857,27371581,Bayhouse - Two bedroom home on B92nd St!,201654234,Jessica,Queens,Rockaway Beach,40.58866,-73.81553,Entire home/apt,315,2,89,2022-08-28,2.86,1,259,32,,
14858,27373231,10 minutes from JFK Airport Rockaway Beach Bliss,196557649,Erica,Queens,Edgemere,40.59643,-73.76932,Entire home/apt,250,1,96,2022-08-21,1.93,2,354,15,,
14859,27523631,New york Lovely Guest Room.,34992043,Frances,Queens,Flushing,40.73859,-73.8292,Private room,55,1,21,2021-05-02,0.42,2,1,0,,
14860,27526504,"Beautiful, cozy, Penthouse Studio in Astoria/LIC",207573589,Cris,Queens,Astoria,40.77042,-73.92613,Entire home/apt,75,1,26,2021-01-29,0.53,1,0,0,,
14864,27697284,Cozy Spacious Loft Convenient to City,875439,Sami,Queens,Jackson Heights,40.75141,-73.8804,Entire home/apt,192,3,120,2022-08-30,2.59,1,31,41,,
14869,27527506,"EASY commute 2min(M/R), 5min(7) in Quiet bed town",204704622,Momoyo,Queens,Woodside,40.74783,-73.89976,Private room,39,30,2,2019-11-02,0.05,157,0,0,,
14873,27393151,小黑的家,143084679,Lukia,Queens,Flushing,40.74628,-73.83513,Private room,30,30,4,2018-11-28,0.08,2,0,0,,
14875,27395171,Cozy room/Private bath. in the room. Mid Flushing,205745676,Liqin,Queens,Flushing,40.7593,-73.8199,Private room,91,2,85,2022-09-02,1.71,9,345,40,,
14882,27529655,Sweet room/Private attached bath central Flushing.,205745676,Liqin,Queens,Flushing,40.75792,-73.8193,Private room,98,1,73,2022-08-31,1.47,9,353,5,,
14885,27401585,Relaxing Ridgewood Apartment,2420988,Erin,Queens,Ridgewood,40.7065,-73.8989,Entire home/apt,90,14,3,2021-07-10,0.06,1,120,0,,
