,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,ZipCodes
4,45936,Couldn't Be Closer To Columbia Uni,867225,Rahul,Manhattan,Morningside Heights,40.8063,-73.95985,Private room,75,31,135,2022-07-11,0.95,1,219,4,,10025
5,80493,Cozy room in East Village with AC,434987,Jennifer,Manhattan,East Village,40.72322,-73.98615,Private room,55,2,207,2022-08-13,1.49,1,132,9,,10009
8,2595,Skylit Midtown Castle,2845,Jennifer,Manhattan,Midtown,40.75356,-73.98559,Entire home/apt,175,30,49,2022-06-21,0.31,3,280,1,,10018
15,82638,"Charming Artist's Flat, East Village",449787,Sarah,Manhattan,East Village,40.72408,-73.98154,Entire home/apt,169,30,276,2022-03-08,1.99,1,344,3,,10009
16,5178,Large Furnished Room Near B'way　,8967,Shunichi,Manhattan,Midtown,40.76457,-73.98317,Private room,68,2,550,2022-08-22,3.39,1,160,56,,10019
18,5203,Cozy Clean Guest Room - Family Apt,7490,MaryEllen,Manhattan,Upper West Side,40.8038,-73.96751,Private room,75,2,118,2017-07-21,0.75,1,0,0,,10025
23,51438,1 Bedroom in 2 Bdrm Apt- Upper East,236421,Jessica,Manhattan,Upper East Side,40.77449,-73.95308,Private room,130,14,0,,,2,0,0,,10028
30,6872,Uptown Sanctuary w/ Private Bath (Month to Month),16104,Kae,Manhattan,East Harlem,40.80107,-73.94255,Private room,65,30,1,2022-06-05,0.32,2,211,1,,10035
31,6990,UES Beautiful Blue Room,16800,Cyn,Manhattan,East Harlem,40.78778,-73.94759,Private room,62,30,239,2022-08-31,1.53,1,278,5,,10029
38,54466,Beautiful Uptown Manhattan apartmnt,253385,Douglas,Manhattan,Harlem,40.80255,-73.95803,Private room,200,30,0,,,1,365,0,,10026
42,9357,Midtown Pied-a-terre,30193,Tommi,Manhattan,Hell's Kitchen,40.76724,-73.98664,Entire home/apt,175,30,58,2017-08-13,0.37,1,0,0,,10019
44,9704,Spacious 1 bedroom in luxe building,32045,Teri,Manhattan,Harlem,40.81317,-73.95465,Private room,55,30,98,2020-03-14,0.98,1,191,0,,10027
45,10183,Private Room in Upper Manhattan apartment,34866,Muriel,Manhattan,Harlem,40.81312,-73.95332,Private room,75,5,6,2019-08-31,0.04,1,42,0,,10027
48,54860,Great apartment with private bathroom and entrance,258164,Jenny,Manhattan,East Harlem,40.79934,-73.94236,Private room,115,5,267,2022-09-02,1.85,1,237,29,,10035
52,98663,Groovy NYC Chelsea Pad,520279,Peter Michael,Manhattan,Chelsea,40.75077,-73.99657,Entire home/apt,150,30,19,2018-06-11,0.14,1,280,0,,10001
53,12192,ENJOY Downtown NYC!,46978,Edward,Manhattan,East Village,40.72296,-73.98383,Private room,80,7,282,2022-08-29,1.8,2,33,17,,10009
58,100368,Greenwich Village Brownstone -- Huge Private Deck,526105,Scott,Manhattan,Chelsea,40.74056,-74.00143,Entire home/apt,288,30,35,2021-05-31,0.26,1,303,0,,10011
60,56859,City Room - Private & Comfy Bedroom,256161,Wayne,Manhattan,Harlem,40.81201,-73.94452,Private room,74,3,239,2022-08-16,1.67,2,27,26,,10027
69,57618,"Great new apt, close to everything",274557,Ana,Manhattan,Hell's Kitchen,40.76505,-73.98716,Entire home/apt,250,3,122,2022-07-06,0.89,1,0,7,,10019
70,15220,Best Location in NYC! TIMES SQUARE!,59734,Luiz,Manhattan,Hell's Kitchen,40.75611,-73.99523,Private room,92,2,382,2022-08-28,2.47,2,283,48,,10122
71,15341,"* Bright, One Bedroom in Doorman Elevator Bldg *",60049,Ted,Manhattan,Lower East Side,40.721359,-73.993668,Entire home/apt,206,30,32,2022-06-05,0.29,1,257,6,,10012
75,15396,Sunny & Spacious Chelsea Apartment,60278,Petra,Manhattan,Chelsea,40.74493,-73.99521,Entire home/apt,400,90,5,2018-11-03,0.06,1,114,0,,10001
76,57754,Stylish Large SPARKLING Gramercy Loft!,275578,R,Manhattan,Flatiron District,40.74166,-73.9866,Entire home/apt,330,2,170,2022-08-31,1.24,1,191,28,,10016
77,57874,The Brownstone-Luxury 1 Bd Apt/NYC,276291,Simon,Manhattan,East Harlem,40.80747,-73.94076,Entire home/apt,160,3,340,2022-08-23,2.36,2,218,55,,10035
78,58059,Private Room on Historic Sugar Hill,277379,Agnes,Manhattan,Harlem,40.8238,-73.94444,Private room,60,1,615,2022-08-21,4.44,2,235,51,,10031
81,59014,"Spacious 1BR, Adorable Clean Quiet",282927,Drica,Manhattan,Lower East Side,40.71946,-73.98641,Entire home/apt,250,30,58,2022-06-11,0.41,1,342,1,,10002
84,106363,Bright Room With A Great River View,551055,Alicia,Manhattan,Harlem,40.82772,-73.95284,Private room,81,5,442,2022-08-31,3.21,2,272,19,,10031
86,16580,"Sunny, Modern room in East Village!",64442,Reka,Manhattan,East Village,40.72489,-73.9781,Private room,166,2,473,2022-08-14,4.29,2,134,47,,10009
87,59709,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 4",186084,Ricardo & Ashlie,Manhattan,Chinatown,40.7178,-73.9932,Entire home/apt,300,7,53,2022-09-01,0.38,2,42,23,,10002
89,60164,"Beautiful, elegant 3 bed SOHO loft",289653,Harrison,Manhattan,Tribeca,40.72012,-74.00397,Entire home/apt,500,30,109,2022-08-07,0.82,1,326,3,,10013
93,107895,Riverside Charm with Fire Place,3088389,Kai,Manhattan,Upper West Side,40.78073,-73.98564,Entire home/apt,166,90,63,2022-05-15,0.5,1,330,2,,10069
94,16821,Large WFH Room in Amazing E. Village Apt (Room A),4396,Casey,Manhattan,East Village,40.72281,-73.98501,Private room,218,1,162,2022-08-19,1.32,2,30,35,,10009
95,16974,SpaHa Loft: Enormous and Bright,65837,Robin,Manhattan,East Harlem,40.8019,-73.93762,Entire home/apt,300,5,254,2022-08-05,1.65,1,42,26,,10035
96,17037,Lovely EV Artist's Home,66035,Anna,Manhattan,East Village,40.72289,-73.98028,Entire home/apt,220,30,53,2020-03-18,0.35,1,103,0,,10009
97,17693,"HARLEM, NYC,STILL WELCOMES YOU!! xx",68428,Tye And Etienne,Manhattan,Washington Heights,40.83253,-73.94108,Private room,75,2,63,2022-08-23,0.91,2,319,3,,10032
98,18152,Manhattan Room,69942,Victoria,Manhattan,Upper East Side,40.76967,-73.94831,Private room,200,30,148,2019-09-01,1.11,1,365,0,,10162
99,60181,Sunny East Village Apartment with rooftop,128806,Sue,Manhattan,East Village,40.7253,-73.98028,Entire home/apt,195,31,38,2022-08-01,0.27,1,0,1,,10009
100,60457,Spacious Greenwich Village Apt,99212,Jessica,Manhattan,Greenwich Village,40.73072,-73.99275,Entire home/apt,250,30,10,2019-08-21,0.07,1,0,0,,10003
101,110576,Historic House of Music & Art NYC!,568103,Liah,Manhattan,Financial District,40.70104,-74.01168,Private room,140,45,53,2020-09-04,0.38,1,311,0,,10004
102,60611,SpaHa Studio Monthly Rental,292204,Blanca,Manhattan,East Harlem,40.79204,-73.94741,Entire home/apt,110,30,192,2022-08-31,1.39,3,86,1,,10029
103,60666,City Room - Private Luxury Suite,256161,Wayne,Manhattan,Harlem,40.81006,-73.94559,Private room,111,3,241,2022-08-09,1.69,2,38,22,,10027
104,18728,Beautiful Meatpacking District Loft,71876,DAVID And RICK,Manhattan,Chelsea,40.74261,-74.00353,Private room,175,4,221,2022-09-04,1.58,1,279,28,,10011
105,112304,Cozy Private Room in West Harlem!,573316,Kelli,Manhattan,Harlem,40.8069,-73.95372,Private room,90,30,1,2016-01-02,0.01,1,0,0,,10027
106,18961,Cozy Studio in Great Location!,70857,Fabian,Manhattan,Kips Bay,40.73808,-73.98001,Private room,95,30,1,2016-03-22,0.01,1,0,0,,10010
107,19159,Spacious luminous apt Upper West NYC,73051,Sybilla,Manhattan,Harlem,40.82817,-73.95133,Entire home/apt,110,180,58,2020-09-01,0.39,1,333,0,,10031
108,60673,Private Room/bath Luxurious Harlem,249372,Cynthia,Manhattan,Harlem,40.81562,-73.94674,Private room,125,30,3,2019-10-20,0.06,1,0,0,,10030
109,60680,"Bright, High Ceiling, Spacious & Cozy 1BR - Enjoy!",292630,Mich,Manhattan,East Village,40.72598,-73.97978,Entire home/apt,160,30,165,2022-08-03,1.15,2,328,2,,10009
111,60794,"Bright and spacious, garden below!",293394,Rachel,Manhattan,Upper West Side,40.79918,-73.96248,Entire home/apt,211,30,4,2017-08-25,0.03,1,0,0,,10025
115,61509,"Quiet, clean midtown apt w. elevato",23619,Anna/Fonzy,Manhattan,Midtown,40.75743,-73.96825,Entire home/apt,110,200,92,2019-04-30,0.65,1,0,0,,10022
116,62427,Great East Village Apartment Rental,303882,Brie,Manhattan,East Village,40.72825,-73.98959,Entire home/apt,130,30,62,2022-08-21,0.46,1,165,1,,10003
118,62891,Smallest House In The Village,306545,Olivia,Manhattan,East Village,40.72297,-73.98265,Entire home/apt,175,4,215,2022-08-22,1.51,2,243,9,,10009
121,21456,Light-filled classic Central Park,42032,Dana,Manhattan,Upper West Side,40.79936,-73.96155,Private room,88,30,85,2021-09-12,0.56,1,243,1,,10025
122,115535,Sun-Drenched Hamilton Hts Jewel,567187,Jane,Manhattan,Harlem,40.82402,-73.95263,Private room,65,30,34,2019-10-30,0.25,1,239,0,,10031
123,116551,Beautiful Harlem Studio Apartment - private access,497672,Cynthia And  Charlie,Manhattan,Harlem,40.80384,-73.95123,Entire home/apt,70,30,173,2022-07-01,1.26,1,45,2,,10026
124,21644,"Upper Manhattan, New York",82685,Elliott,Manhattan,Harlem,40.82782,-73.9473,Private room,99,30,3,2019-10-21,0.06,1,0,0,,10031
125,21794,COZY QUIET monthly room 4 DOOGLERS!,83257,Olan,Manhattan,Chelsea,40.74187,-74.00223,Private room,85,30,36,2020-01-19,0.24,2,282,0,,10011
129,63693,Cottage in the Village,306545,Olivia,Manhattan,East Village,40.72219,-73.98245,Entire home/apt,390,7,153,2020-01-03,1.08,2,159,0,,10009
131,23686,West Village outdoor living private townhouse,93790,Ann,Manhattan,West Village,40.72961,-74.00308,Entire home/apt,600,5,55,2022-07-24,0.45,2,23,3,,10014
135,64015,Prime East Village 1 Bedroom,146944,David,Manhattan,East Village,40.72863,-73.9842,Entire home/apt,200,30,0,,,1,0,0,,10009
139,25696,"1,800 sq foot in luxury building",107628,Dena,Manhattan,Harlem,40.8104,-73.94309,Private room,100,1,190,2020-01-01,1.32,1,0,0,,10027
140,26362,"Times Square, Safe, Clean and Cozy!",59734,Luiz,Manhattan,Hell's Kitchen,40.75603,-73.99294,Private room,85,2,461,2022-08-21,3.07,2,257,60,,10018
141,123784,NYC Studio for Rent in Townhouse,617990,Christopher,Manhattan,Harlem,40.80617,-73.94757,Entire home/apt,102,3,223,2022-08-24,1.62,1,265,33,,10027
145,64837,ENJOY Downtown NYC!!,46978,Edward,Manhattan,East Village,40.72497,-73.98356,Private room,79,7,243,2022-08-23,1.71,2,36,23,,10009
148,27644,Sugar Hill Rest Stop,119510,Emma,Manhattan,Harlem,40.82682,-73.94948,Entire home/apt,190,2,232,2022-09-06,1.73,1,283,18,,10031
149,126443,"Massive Duplex, 2BR & 2BTH East Village 9+ Guests",627217,Seith,Manhattan,East Village,40.72761,-73.98951,Entire home/apt,459,2,516,2022-09-05,3.77,3,255,60,,10003
150,65425,Entire 2 Bedroom Apartment,314941,Tony,Manhattan,Nolita,40.72021,-73.99426,Entire home/apt,568,1,11,2022-09-05,0.08,2,350,10,,10012
151,126816,Gorgeous Upper West Side Apartment,620288,Eric,Manhattan,Upper West Side,40.79907,-73.96517,Private room,85,30,3,2014-11-06,0.02,1,0,0,,10025
153,27883,East Village Sanctuary,120223,Jen,Manhattan,East Village,40.72421,-73.98509,Entire home/apt,100,30,25,2011-12-10,0.17,1,0,0,,10009
155,28907,Garden studio in the Upper East Sid,124352,Lisa,Manhattan,Upper East Side,40.77827,-73.94669,Entire home/apt,150,30,21,2017-08-15,0.14,1,250,0,,10128
160,65813,"Suite Sugar Hill, Harlem, Private Rm in Hosted Apt",321756,Eric,Manhattan,Harlem,40.82899,-73.94345,Private room,75,3,20,2019-01-02,0.17,1,244,0,,10031
161,29683,Stylish Apartment with office space Near SoHo!,125857,Uli,Manhattan,Lower East Side,40.72314,-73.99108,Entire home/apt,185,30,118,2022-03-05,0.79,2,304,2,,10002
162,31130,Most Central Location!,117287,Lara Nicole,Manhattan,Hell's Kitchen,40.7672,-73.98464,Private room,171,28,68,2021-10-01,0.46,4,254,1,,10019
163,132661,Time Square  Shared APT.,651818,Lucio,Manhattan,Hell's Kitchen,40.75587,-73.99399,Private room,62,8,81,2022-06-19,0.85,1,41,7,,10018
165,133025,Midtown cozy convenient,653405,Tracy,Manhattan,Murray Hill,40.74564,-73.97782,Private room,68,30,145,2022-08-31,1.06,1,26,5,,10016
166,66251,East Village Loft with Piano & Patio,324460,Samir,Manhattan,East Village,40.72547,-73.98619,Entire home/apt,368,3,144,2022-08-25,1.6,1,49,32,,10009
170,31555,Luminous Beautiful West Village Studio,135619,Tom,Manhattan,West Village,40.73405,-74.00281,Entire home/apt,120,30,32,2021-03-27,0.23,1,0,0,,10014
175,67288,Central Park 1BR sunny condo,101597,Per,Manhattan,East Harlem,40.79544,-73.94836,Entire home/apt,130,28,42,2022-07-23,0.34,1,20,7,,10029
181,140973,East Village Charmer,686147,Dave,Manhattan,East Village,40.72334,-73.97719,Entire home/apt,215,30,82,2022-08-19,0.6,1,264,4,,10009
182,67397,SoHa comfort-by NW Central Park!,332189,Elise,Manhattan,Harlem,40.80332,-73.95741,Private room,120,30,105,2019-12-31,0.76,1,0,0,,10026
183,33156,"Sunny, Clean Zen Home w pr.Bath",128669,Alex,Manhattan,Upper West Side,40.78763,-73.96862,Entire home/apt,139,120,20,2020-10-14,0.15,1,163,0,,10024
185,36647,Private Bedrm w your own Bathrm-Elevator Apartment,157798,Irene,Manhattan,East Harlem,40.79128,-73.94125,Private room,76,7,59,2022-08-29,0.41,1,276,25,,10029
187,142069,"EAST VILLAGE STUDIO, sunny & quiet",277747,Josh,Manhattan,East Village,40.72506,-73.97906,Entire home/apt,100,30,22,2014-11-10,0.16,1,0,0,,10009
188,36703,"Sunny, clean 1 bdrm in W. Village",158284,Karene,Manhattan,West Village,40.73271,-74.00367,Entire home/apt,200,14,141,2022-06-01,0.96,1,230,5,,10014
190,144087,LUXURY OF THE HORIZON,616825,Rinaldo & Jessa,Manhattan,Harlem,40.80687,-73.95333,Entire home/apt,599,6,29,2022-07-24,0.21,2,108,7,,10026
193,144148,1 Bdrm in 4 Bdrm dupelx/roof deck,299755,Jonathan,Manhattan,East Village,40.72297,-73.9851,Private room,67,30,32,2016-01-05,0.33,1,0,0,,10009
194,39572,1 br in a 2 br apt (Midtown West),169927,Hubert,Manhattan,Hell's Kitchen,40.76203,-73.98869,Private room,139,30,44,2019-01-03,0.3,2,6,0,,10019
196,148201,NYC - Sunny Greenwich Village 1br,715807,John,Manhattan,West Village,40.7304,-74.00228,Entire home/apt,175,30,18,2013-05-31,0.13,1,0,0,,10014
197,68735,Prewar Penthouse w Private Terrace,342054,Violetta,Manhattan,Upper West Side,40.78846,-73.97459,Entire home/apt,210,15,34,2022-01-13,0.26,1,323,1,,10024
201,148825,Best City Area Columbia U Upper West Side C Park,718349,B.,Manhattan,Upper West Side,40.79999,-73.96338,Entire home/apt,173,3,269,2022-08-29,2.13,2,205,36,,10025
203,149287,Your own apartment off Park Avenue,720320,Nancy,Manhattan,Upper East Side,40.78422,-73.95133,Entire home/apt,250,30,0,,,1,0,0,,10128
204,68974,Unique spacious loft on the Bowery,281229,Alicia,Manhattan,Nolita,40.72,-73.99487,Entire home/apt,596,2,234,2022-07-21,1.67,1,65,11,,10012
205,69894,"Nice renovated apt, prime location!",352168,Silvia,Manhattan,Upper West Side,40.77845,-73.98295,Entire home/apt,160,30,59,2022-06-01,0.47,1,5,3,,10023
206,42300,Beautiful Lower East Side Loft,184755,Koray,Manhattan,Lower East Side,40.71992,-73.99167,Entire home/apt,671,5,71,2022-08-02,0.48,1,261,8,,10002
209,149787,Full Floor Brownstone,722242,Nicholas,Manhattan,Harlem,40.81862,-73.94518,Entire home/apt,100,30,0,,,1,0,0,,10030
210,43105,Studio 3 blocks from Empire State Building,188082,Thomas,Manhattan,Midtown,40.7449,-73.98499,Entire home/apt,185,30,4,2018-04-21,0.07,1,219,0,,10016
213,71010,"All That Jazz: Bed, Book & Beyond",361855,Kurt,Manhattan,Washington Heights,40.83403,-73.93951,Entire home/apt,332,4,36,2022-05-22,0.32,2,305,1,,10032
214,71248,Bright and lovely 1-bdrm LES apt w/ balcony,363834,Jennifer,Manhattan,Chinatown,40.7159,-73.99156,Entire home/apt,155,28,58,2022-07-16,0.41,2,64,4,,10002
215,150804,Colorful 2+ Bedroom Apt. on NYC's Lower East Side,726333,Peter,Manhattan,Lower East Side,40.7203,-73.98424,Entire home/apt,250,4,38,2022-08-22,0.28,1,36,5,,10002
216,71366,Beautiful One Bed West Village - 4 Month Special,364955,Ruperto,Manhattan,Greenwich Village,40.72997,-74.00196,Entire home/apt,225,30,44,2022-05-22,0.35,1,341,1,,10012
217,45542,Clean and Cozy Harlem Apartment,202249,Campbell,Manhattan,Harlem,40.82569,-73.93842,Entire home/apt,100,30,18,2018-12-17,0.37,1,0,0,,10039
225,152263,Cozy apartment in a brownstone,732535,William,Manhattan,Harlem,40.80494,-73.94998,Entire home/apt,350,2,299,2022-08-20,2.24,3,278,40,,10026
226,72190,1BR: See Central Park from Terrace!,373085,Hudson,Manhattan,Upper West Side,40.77743,-73.97691,Entire home/apt,110,30,37,2019-02-15,0.27,1,0,0,,10023
227,170420,The Happy home!,812814,Lena,Manhattan,East Harlem,40.79179,-73.93972,Entire home/apt,79,30,15,2016-02-15,0.11,1,0,0,,10029
229,153780,Private E. Village Townhouse Stay,739499,Donna,Manhattan,East Village,40.72752,-73.98581,Private room,175,3,211,2022-08-25,1.55,1,231,22,,10003
231,74333,Alcove Studio w/ outdoor Patio Deck,331328,Amir,Manhattan,East Harlem,40.80834,-73.94075,Entire home/apt,120,30,38,2022-06-30,0.28,2,286,2,,10035
232,154934,Harlem/Hamilton Heights Cozy Room,745069,Kimberly,Manhattan,Harlem,40.8241,-73.94415,Private room,75,30,38,2018-05-08,0.3,2,341,0,,10031
233,74438,Luxury HiRise XL 1BR Skyline views,391553,James,Manhattan,Hell's Kitchen,40.75523,-73.99792,Entire home/apt,299,30,52,2014-11-18,0.37,1,218,0,,10018
236,171562,Chelsea studio with balcony & views,60923,Omri,Manhattan,Chelsea,40.74937,-73.99467,Entire home/apt,240,60,26,2022-07-06,0.19,1,2,6,,10001
240,159913,"Chelsea living, 2BR best location",759883,Kaye,Manhattan,Chelsea,40.74389,-74.00068,Private room,150,30,27,2019-12-16,0.46,2,218,0,,10011
242,74821,Deluxe Harlem 2 Bedroom,394640,Keith,Manhattan,Harlem,40.80874,-73.94926,Entire home/apt,149,30,47,2019-01-03,0.34,1,90,0,,10027
245,75635,Bright Cozy Chinatown Studio Apt.,401696,Patricia,Manhattan,Lower East Side,40.71911,-73.98588,Entire home/apt,175,3,350,2022-08-22,2.49,1,245,28,,10002
248,174966,Luxury 2Bed/2.5Bath Central Park View,836168,Henry,Manhattan,Upper West Side,40.7751,-73.98595,Entire home/apt,2500,30,26,2016-01-20,0.2,11,364,0,,10023
250,175470,800 sq foot 2 bedroom apt (Monthly Only),838704,Thomas,Manhattan,Upper West Side,40.80244,-73.96541,Entire home/apt,187,31,5,2012-10-17,0.04,2,365,0,,10025
252,244649,"Upper West: Large room, one block to Subway!",1283659,Kurt,Manhattan,Upper West Side,40.79824,-73.96863,Private room,50,2,0,,,1,0,0,,10025
253,163814,☆ STUDIO East Village ☆ Own bath! ☆ Sleeps 5,627217,Seith,Manhattan,East Village,40.72641,-73.98711,Entire home/apt,179,2,411,2022-08-20,3.06,3,266,49,,10003
254,166006,Nice Manhattan Apt Near Central Park and Subway,791287,Giancarlo,Manhattan,Upper West Side,40.79864,-73.96209,Entire home/apt,250,31,191,2022-08-18,1.41,1,85,2,,10025
256,177495,"PRIME, Luxury, Spacious 2 Bedroom Apt in Chelsea",848960,Amit,Manhattan,Chelsea,40.74088,-73.99538,Entire home/apt,550,30,5,2019-06-24,0.09,1,0,0,,10011
257,177606,Spacious Private Jr. One Bedroom Near NYU Hospital,849492,Kathrine,Manhattan,Kips Bay,40.74045,-73.9749,Private room,189,10,115,2022-08-16,0.86,1,314,8,,10016
259,179670,High-end doorman bldg in the LES,21475,Milan,Manhattan,East Village,40.72113,-73.98213,Private room,175,3,127,2022-07-30,0.95,1,62,10,,10009
260,179741,Spring st SoHo Apartment,314941,Tony,Manhattan,Nolita,40.72212,-73.99638,Entire home/apt,399,1,19,2022-07-28,0.14,2,234,1,,10012
261,182069,Cozy studio Apartment in Upper East,39260,Mat,Manhattan,East Harlem,40.78923,-73.946,Entire home/apt,100,30,121,2022-07-31,0.91,1,310,3,,10029
264,246351,"Sweet Apt, Steps From Gramercy Park",1292250,Jerry,Manhattan,Gramercy,40.73693,-73.98129,Entire home/apt,139,1,5,2015-08-17,0.04,1,0,0,,10010
268,187986,Comfort at Crossroads of Downtown,904833,Daniel,Manhattan,Chelsea,40.73862,-73.99758,Entire home/apt,250,30,2,2015-08-28,0.01,1,0,0,,10011
274,249414,Large & bright 900ft² 1br in WV,1306587,Andy,Manhattan,West Village,40.73273,-74.00041,Entire home/apt,246,4,6,2017-06-28,0.08,1,0,0,,10014
275,188674,UNION SQUARE/ E. VILL 1BR BEAUTIFUL,909234,Leslie,Manhattan,East Village,40.73345,-73.98809,Entire home/apt,165,30,63,2018-01-12,0.48,1,0,0,,10003
277,281521,Amazing West Village 2br,70614,Vimal,Manhattan,West Village,40.73853,-74.00292,Entire home/apt,200,30,1,2012-10-02,0.01,1,0,0,,10014
278,281851,Beautiful Private Bedroom - Downstairs,1469036,Tw,Manhattan,Harlem,40.8078,-73.95232,Private room,130,5,121,2022-06-08,1.45,1,258,3,,10027
279,189135,Hell's Kitchen Funky 80s Hideaway!,179020,Michael,Manhattan,Hell's Kitchen,40.76263,-73.99401,Private room,142,2,101,2019-12-28,0.79,1,307,0,,10036
280,189181,Room in Chic Modern High Line Luxury- New!,912541,David,Manhattan,Chelsea,40.74907,-74.00281,Private room,282,30,1,2014-04-20,0.01,1,0,0,,10001
281,249618,At a very nice area in the WestSide,1307773,Karina,Manhattan,Washington Heights,40.85099,-73.92822,Private room,125,60,4,2015-07-03,0.04,1,0,0,,10033
284,282443,QT STUDIO FOR ROMANTIC COUPLES,36897,Lydia,Manhattan,Chinatown,40.7159,-73.99103,Entire home/apt,121,30,77,2022-05-01,0.59,1,82,1,,10002
285,250323,SPACIOUS PRIVATE LITTLE ITALY FLAT,1311870,Christy,Manhattan,Chinatown,40.71643,-73.99931,Entire home/apt,122,30,49,2014-12-03,0.4,1,0,0,,10013
289,250536,The Lenox in Harlem,1313306,Yvette,Manhattan,Harlem,40.81146,-73.94469,Private room,125,30,11,2017-09-25,0.08,2,280,0,,10027
290,250537,The Lenox in Harlem,1313306,Yvette,Manhattan,Harlem,40.81128,-73.9433,Entire home/apt,400,30,0,,,2,327,0,,10027
291,283550,Hells Kitchen Ground Fl 1-bedroom,1476954,Jose,Manhattan,Hell's Kitchen,40.75981,-73.99138,Entire home/apt,175,30,10,2019-04-21,0.12,1,0,0,,10036
292,251277,Private Bdrm /Bath 1 block Ctrl Prk,1317343,Carol,Manhattan,Upper West Side,40.78615,-73.97394,Private room,156,2,164,2022-08-26,1.25,1,297,34,,10024
293,190267,Large Luxury Upper East Side Studio,918866,Marina,Manhattan,Upper East Side,40.7688,-73.95825,Entire home/apt,179,30,45,2022-09-03,0.34,1,83,4,,10021
300,286838,Private Room in Brownstone,1492339,Karin,Manhattan,Harlem,40.80748,-73.95589,Private room,75,30,101,2015-10-31,0.78,1,0,0,,10026
301,253590,Upper west gem,1331850,G,Manhattan,Upper West Side,40.79846,-73.96512,Private room,205,30,23,2021-09-17,0.21,1,173,1,,10025
317,191610,Presence Guest Room - Chelsea NYC,927028,Tony,Manhattan,Chelsea,40.74735,-74.00208,Private room,128,3,95,2022-08-18,0.73,1,12,16,,10011
318,287408,Lovely Hell's Kitchen Studio...,1495090,Carey,Manhattan,Hell's Kitchen,40.76198,-73.99361,Entire home/apt,175,30,74,2021-10-23,0.58,1,35,1,,10036
321,255957,RARE! Best Location! Doorman! Views! Gym! Terrace!,506779,Claudia,Manhattan,Nolita,40.72032,-73.99462,Entire home/apt,495,30,29,2022-07-01,0.22,2,313,3,,10012
323,258688,Spacious & Stylish Chelsea One Bedroom Apartment,436599,Chad,Manhattan,West Village,40.74024,-74.00584,Entire home/apt,375,4,57,2022-05-22,0.44,1,0,9,,10014
324,258690,CHELSEA 1 Bdrm Plus Sleeping Loft!!,1359611,Andrea,Manhattan,Chelsea,40.74642,-74.00411,Entire home/apt,195,365,10,2014-10-26,0.08,1,0,0,,10011
325,195123,"Cheerful, comfortable room",940724,Susan,Manhattan,Washington Heights,40.83338,-73.94326,Private room,75,30,232,2020-01-11,1.72,1,342,0,,10032
326,288726,Cozy Railroad Apt.,107853,Flo,Manhattan,Little Italy,40.719,-73.99764,Private room,109,4,58,2021-09-07,0.48,1,0,1,,10013
330,258740,Spacious room in beautiful apt!,1360043,Adrienne,Manhattan,Harlem,40.81847,-73.94623,Private room,58,1,143,2018-06-30,1.6,1,0,0,,10030
331,289020,Sunny 1BR Center of East Village!,347036,Jasmine,Manhattan,East Village,40.72976,-73.98684,Entire home/apt,188,30,15,2018-08-29,0.13,1,0,0,,10003
333,197931,Tree-lined Street 5 min to Times Sq,965453,Karolina,Manhattan,Hell's Kitchen,40.761436,-73.991791,Entire home/apt,175,3,97,2022-08-17,0.72,1,0,3,,10036
336,289665,Decorators 5-Star Flat West Village,1503831,Elle,Manhattan,West Village,40.72864,-74.00453,Entire home/apt,450,20,157,2016-08-11,1.2,1,0,0,,10014
337,198478,"""Crow's Nest"" Private Bed/Bath UES!",968805,Lennay,Manhattan,Upper East Side,40.7794,-73.95096,Private room,95,30,40,2022-08-13,0.43,1,10,2,,10128
338,258930,"Large, Art & Light Filled Apartment Downtown NYC",32613,Diana,Manhattan,Chinatown,40.71517,-73.99376,Entire home/apt,95,30,4,2013-06-20,0.03,1,0,0,,10002
339,289703,Beautiful SoHo Luxury Apartment,815741,Geoff,Manhattan,SoHo,40.72533,-73.9972,Entire home/apt,249,30,8,2016-11-26,0.07,1,0,0,,10012
340,292121,1 bedroom apt in Midtown West,169927,Hubert,Manhattan,Hell's Kitchen,40.76387,-73.98742,Entire home/apt,157,30,6,2019-09-19,0.06,2,6,0,,10019
341,292324,"""True Love"" Room W Private Entrance In Midtown",361254,Kyra,Manhattan,Hell's Kitchen,40.76314,-73.9868,Private room,80,30,6,2016-01-10,0.05,1,87,0,,10019
344,260755,Tribeca Artist Loft 1000 sq/feet,1366070,Rad,Manhattan,Tribeca,40.71704,-74.00908,Entire home/apt,505,7,29,2022-08-08,0.22,1,164,4,,10013
346,200645,Best Manhattan Studio Deal!,933378,Edo,Manhattan,Upper East Side,40.76739,-73.9557,Shared room,90,30,0,,,1,0,0,,10021
349,294250,Beautiful New Garden Apartment,45682,Irina,Manhattan,Upper West Side,40.77702,-73.97904,Entire home/apt,182,6,125,2022-08-01,0.98,1,0,6,,10025
350,261259,Apartment in Best location in NYC,1370358,Keiko,Manhattan,West Village,40.73146,-74.00448,Entire home/apt,145,7,11,2015-05-27,0.08,1,0,0,,10014
355,200955,Stylish East Village Flat,568325,Simone,Manhattan,Stuyvesant Town,40.73125,-73.9811,Entire home/apt,125,30,22,2020-12-31,0.16,1,98,0,,10009
