,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,ZipCodes
11434,19885300,UES renovated Studio,17477908,Mat,Manhattan,Upper East Side,40.76898,-73.95754,Entire home/apt,200,30,6,2019-12-20,0.12,1,342,0,,10021
11437,19981889,Huge Apartment in Harlem,44194869,Kyle,Manhattan,Harlem,40.81788,-73.94171,Entire home/apt,800,30,85,2020-03-08,1.4,1,89,0,,10039
11438,19983575,Private long room in Manhattan NYC,138515591,Anna Chiara,Manhattan,East Harlem,40.80453,-73.93859,Private room,49,30,14,2022-01-22,0.24,4,176,3,,10035
11440,19984925,Private room (cozy and clean) Manhattan NYC,138515591,Anna Chiara,Manhattan,East Harlem,40.80429,-73.93988,Private room,42,30,15,2022-07-19,0.25,4,91,4,,10037
11446,20048909,Cozy West Village Apartment,14680684,Catherine,Manhattan,West Village,40.7385,-74.00503,Entire home/apt,250,30,5,2018-11-05,0.09,1,0,0,,10014
11449,19891485,Cozy and Charming Private Room in Lower East Side,10677720,Deniz,Manhattan,Lower East Side,40.71872,-73.98174,Private room,74,30,19,2018-05-13,0.3,1,0,0,,10002
11451,20051059,East Village Gem,16547637,Sarah,Manhattan,East Village,40.7267,-73.98411,Private room,65,30,1,2017-08-15,0.02,1,0,0,,10009
11456,19993470,Classic Manhattan Loft Apartment w/ Outdoor Deck,114867228,Michael,Manhattan,Greenwich Village,40.72961,-73.99326,Entire home/apt,217,14,42,2022-09-03,0.71,1,270,11,,10003
11461,19893872,Art Lovers Paradise in Upper Manhattan,140847083,Matthew,Manhattan,Washington Heights,40.84497,-73.94201,Private room,79,4,50,2022-04-23,0.82,1,30,13,,10032
11463,20055944,Cozy centrally located room in the East village,3666809,Mercy,Manhattan,East Village,40.72969,-73.98288,Private room,200,30,6,2018-04-09,0.11,1,0,0,,10009
11466,20000421,Huge room at an affordable price,64018594,Daphne,Manhattan,Harlem,40.80989,-73.95399,Private room,45,30,3,2017-08-16,0.05,2,0,0,,10027
11468,20005568,Private Room with 2 Beds in Hamilton Heights,63986235,Drew,Manhattan,Harlem,40.82933,-73.95067,Private room,66,30,3,2017-09-17,0.05,1,0,0,,10031
11469,20008527,Large private room in Manhattan NYC,138515591,Anna Chiara,Manhattan,East Harlem,40.80388,-73.93834,Private room,52,30,8,2022-07-15,0.18,4,151,2,,10035
11470,20009122,Private Apartment.,117287,Lara Nicole,Manhattan,Hell's Kitchen,40.76762,-73.98485,Private room,142,5,15,2022-09-05,0.27,4,252,8,,10019
11479,19905347,Luxury Designer Greenwich Village Studio Apt,36447774,Julia,Manhattan,Chelsea,40.73603,-73.99234,Entire home/apt,430,4,2,2022-07-30,0.52,1,336,2,,10003
11483,20013291,Cozy studio in the heart of Manhattan,88022215,Daria,Manhattan,Murray Hill,40.7454,-73.97401,Entire home/apt,120,30,0,,,1,0,0,,10016
11486,20014141,UWS. Beautiful 1brm apartment w/ king size bed,54498900,Svetlana,Manhattan,Upper West Side,40.79472,-73.9737,Entire home/apt,179,30,4,2018-01-01,0.06,1,0,0,,10025
11489,20076056,Cozy Room in Upper-East Side Tower,67127998,Mark,Manhattan,Upper East Side,40.7827,-73.95079,Private room,50,30,3,2018-06-23,0.05,1,0,0,,10128
11490,20085460,Beautiful large 2 bed apartment near Columbia U,21594748,Gabriel,Manhattan,Morningside Heights,40.8053,-73.96625,Entire home/apt,160,2,6,2018-03-19,0.1,2,0,0,,10025
11494,20091705,521 West 48th-2 bedroom 1 bath  in Midtown West,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76411,-73.99371,Entire home/apt,180,30,7,2021-07-17,0.12,109,336,0,,10019
11495,19907826,"Fun studio apartment in Washington Heights, NYC",29003640,Cedric,Manhattan,Washington Heights,40.8465,-73.93376,Entire home/apt,75,30,6,2017-09-26,0.1,1,0,0,,10033
11496,19908088,Luxury Apartment in NYC Financial District,140983856,Nini,Manhattan,Financial District,40.70377,-74.00704,Entire home/apt,255,7,90,2022-08-26,1.45,1,141,24,,10005
11497,20091873,Chic Union Square One Bedroom,52530136,James,Manhattan,Gramercy,40.73396,-73.9849,Entire home/apt,132,30,5,2018-02-19,0.08,1,0,0,,10003
11501,20212322,"Furnished, Comfortable Studio Apartment",83786650,Bridge,Manhattan,Upper East Side,40.75965,-73.96102,Entire home/apt,130,30,2,2018-09-16,0.04,16,83,0,,10155
11505,20120739,Large bedroom plus in 2 bdr apartment uptown.,24559370,Gabrielle,Manhattan,Washington Heights,40.85702,-73.93638,Private room,70,30,4,2018-09-04,0.07,2,0,0,,10040
11506,20122197,521 West 48-Studio In Midtown West,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76303,-73.99348,Entire home/apt,125,30,5,2022-04-13,0.08,109,335,2,,10036
11509,20215323,Large Room - Next to A-B-C-D Subway - Washer&Dryer,144008701,Ozzy,Manhattan,Harlem,40.8227,-73.94569,Private room,55,30,13,2018-05-30,0.21,4,182,0,,10030
11521,20028846,"Extremely Large, Beautiful 2 Bedroom -Union Square",142240474,Isabella,Manhattan,Chelsea,40.73592,-73.99236,Entire home/apt,200,30,5,2019-06-20,0.08,1,0,0,,10003
11530,20029501,Furnished Upper East Side Room!,142246533,Kat,Manhattan,Upper East Side,40.76924,-73.95018,Private room,53,30,1,2017-08-16,0.02,1,0,0,,10162
11531,20031027,Beautiful + Unique + Large 1BD in East Village,6916278,Valentina,Manhattan,East Village,40.72156,-73.98255,Entire home/apt,158,30,31,2020-10-18,0.5,1,0,0,,10009
11533,20420152,Charming Studio in Upper East Side,121141431,Juan Ignacio,Manhattan,Upper East Side,40.77424,-73.94825,Entire home/apt,95,30,6,2018-04-15,0.1,1,0,0,,10028
11535,20233308,Quiet/clean 1br WashHeights/Inwood Entire apt,142235171,Jessica,Manhattan,Washington Heights,40.85434,-73.93282,Entire home/apt,100,30,18,2019-06-18,0.29,1,0,0,,10040
11538,20153406,1 bedroom apartment right by Empire State Building,56784103,Lisa,Manhattan,Kips Bay,40.74444,-73.9784,Entire home/apt,150,6,42,2020-06-20,0.69,1,0,0,,10016
11539,20424288,Quintessential Soho Loft,625403,Tobias,Manhattan,SoHo,40.72364,-74.00401,Entire home/apt,250,1,1,2019-02-28,0.02,1,0,0,,10013
11542,20235701,Very large sunny one bedroom that can be for 2-3,87814281,Sharon,Manhattan,Harlem,40.83169,-73.94749,Private room,88,30,1,2017-08-20,0.02,2,0,0,,10031
11553,20440432,Awesome Room 15 Minutes from Time Square,145872703,Cesar,Manhattan,Harlem,40.82198,-73.95668,Private room,85,2,33,2020-04-27,0.54,2,260,0,,10031
11557,20249492,2BR PH Loft and Executive Office Central Manhattan,19834208,Manish,Manhattan,Flatiron District,40.74382,-73.98957,Entire home/apt,679,3,94,2022-08-14,1.57,1,38,26,,10010
11560,20250864,"Chelsea, Minutes to Time Square, Next to Subway",144317997,Luis,Manhattan,Chelsea,40.74591,-73.9933,Private room,40,30,23,2018-05-03,0.38,1,0,0,,10001
11561,20459277,Women only -Peaceful & cozy room - Hudson Yards,145560149,Yuko,Manhattan,Hell's Kitchen,40.75574,-73.99776,Private room,130,4,71,2022-07-31,1.18,1,45,21,,10018
11562,20459381,"Cozy, bright, Greenwich Village studio for 2!",17575348,Marissa,Manhattan,Greenwich Village,40.73178,-73.9944,Entire home/apt,180,2,3,2018-01-02,0.05,1,0,0,,10003
11565,20171179,"House of Rain
(Because I’m a pluviophile)",141141822,Tiffany,Manhattan,Harlem,40.81205,-73.9434,Private room,116,3,69,2022-08-23,1.25,1,113,5,,10027
11566,20255084,Beautiful One Bedroom In the Heart of Manhattan,144347177,Alexandra,Manhattan,Upper East Side,40.76241,-73.96118,Entire home/apt,149,30,0,,,1,0,0,,10065
11567,20171578,Experience the heart of Hell's Kitchen.,126641287,Larry Raul,Manhattan,Hell's Kitchen,40.76429,-73.98669,Private room,140,30,92,2020-03-15,1.5,1,0,0,,10019
11571,20479561,Upper east side cozy apt available in September.,112176192,Catherine,Manhattan,Upper East Side,40.78207,-73.95434,Entire home/apt,103,30,5,2017-08-16,0.08,1,0,0,,10128
11573,20256027,Penthouse Apt with Incredible Views & Location,20729779,Desislava,Manhattan,Kips Bay,40.74233,-73.97836,Private room,70,30,16,2018-01-17,0.26,1,0,0,,10016
11574,20480133,Cosy bedroom in Upper West Side,88787567,Vincent,Manhattan,Upper West Side,40.79972,-73.96842,Private room,50,30,4,2018-06-02,0.07,1,0,0,,10025
11576,20174127,"Nice, Clean and Comfortable Flat, Upper East Side",2778578,Isin,Manhattan,Upper East Side,40.77368,-73.95563,Private room,200,3,11,2022-06-19,0.18,1,23,2,,10075
11578,20174172,"TriBeCa 1BR steps from Soho, WTC, Brooklyn Bridge",32632891,Rose,Manhattan,Tribeca,40.71827,-74.00369,Entire home/apt,320,30,12,2022-03-31,0.2,1,107,3,,10013
11579,20174551,"Clean and bright apartment in Harlem, 2 BR",143603020,Justine,Manhattan,Harlem,40.81072,-73.94326,Entire home/apt,130,30,5,2018-06-25,0.08,1,0,0,,10027
11582,20481653,Spacious 1bd in the heart of Harlem,80597953,Lauren,Manhattan,Harlem,40.8038,-73.95639,Entire home/apt,120,30,1,2017-08-27,0.02,1,0,0,,10026
11584,20482151,Times Square Luxe Studio with Amazing Amenities,10547661,Francis,Manhattan,Hell's Kitchen,40.76455,-73.98898,Entire home/apt,195,3,199,2022-08-17,3.28,1,86,50,,10019
11586,20257840,Elegant Oasis in the Upper East Side,60293337,Melissa,Manhattan,Upper East Side,40.77683,-73.95325,Private room,127,1,155,2022-08-21,2.53,1,115,40,,10028
11591,20263650,Light Filled Quiet UWS studio,170094,Lee,Manhattan,Upper West Side,40.79312,-73.97674,Entire home/apt,151,30,9,2020-01-02,0.15,1,0,0,,10025
11592,20495252,Beautiful Room in a Classic Harlem Neighborhood!,126844198,Rahwa,Manhattan,Harlem,40.82687,-73.9412,Private room,53,30,2,2017-10-10,0.03,1,0,0,,10031
11594,20497853,Apartment in heart of NYC with HUGE PRIVATE DECK!,45596004,Eric,Manhattan,Kips Bay,40.74496,-73.97803,Private room,250,30,0,,,1,0,0,,10016
11596,20498261,2300sqft (215m) lofty penthouse heart East Village,3288449,Luca,Manhattan,East Village,40.7302,-73.98089,Private room,530,30,7,2018-01-02,0.11,1,0,0,,10009
11603,20186673,The Brick House,143725871,Nathanael,Manhattan,Upper East Side,40.78172,-73.94697,Entire home/apt,150,30,3,2017-09-07,0.05,1,0,0,,10128
11607,20501444,Harlem Comfort Blend,101720883,Jean,Manhattan,Harlem,40.81925,-73.94639,Private room,56,30,24,2018-05-26,0.39,1,0,0,,10030
11608,20271220,Sunny private room on Central Park,634346,Chava,Manhattan,Harlem,40.7978,-73.94981,Private room,40,30,0,,,1,0,0,,10026
11609,20504573,Prime Midtown Location - Near Tourist Locations,121869120,Tabitha,Manhattan,Midtown,40.75399,-73.96911,Entire home/apt,89,30,1,2017-12-04,0.02,1,0,0,,10017
11611,20506551,Cozy bedroom in a spacious apartment.,111451636,Caleb,Manhattan,Washington Heights,40.84387,-73.94205,Private room,50,30,1,2017-09-11,0.02,1,0,0,,10032
11615,20278540,Cozy Studio in the heart of Hell's Kitchen,16664390,Gilad,Manhattan,Hell's Kitchen,40.759,-73.99064,Entire home/apt,110,2,9,2018-12-16,0.15,1,0,0,,10036
11621,20522971,Bright Two Bedroom with Outdoor Space,104238268,Kory,Manhattan,Harlem,40.81249,-73.94722,Entire home/apt,219,30,6,2018-09-03,0.1,2,0,0,,10027
11624,20527413,"Spacious, 2 Story Suburban Retreat in the LES",54401544,Cassidy,Manhattan,Lower East Side,40.71894,-73.98642,Private room,99,30,1,2017-12-03,0.02,1,0,0,,10002
11626,20191216,Upscale Historic District Apt.  Near  Central Park,143768763,Chi,Manhattan,Upper East Side,40.78522,-73.95377,Private room,103,30,37,2019-12-31,0.61,1,0,0,,10128
11632,20195539,Leah's Place,143817547,Leah,Manhattan,East Harlem,40.78706,-73.94363,Entire home/apt,210,30,3,2017-10-09,0.05,1,0,0,,10029
11633,20534562,Cozy Upper East Side Apartment - 1 bedroom,146620661,Mary,Manhattan,Upper East Side,40.77841,-73.94616,Entire home/apt,214,5,4,2018-09-16,0.07,1,0,0,,10128
11638,20196464,Upper Westside apt with huge private terrace.,135940325,Ilona,Manhattan,Upper West Side,40.77726,-73.97919,Entire home/apt,206,30,0,,,1,0,0,,10023
11639,20202650,Furnished one bedroom beauty in midtown NYC,120762452,Stanley,Manhattan,Murray Hill,40.7486,-73.97729,Entire home/apt,240,30,1,2018-08-03,0.02,83,365,0,,10016
11640,20202971,Immaculate one bedroom in midtown Manhattan,120762452,Stanley,Manhattan,Murray Hill,40.75029,-73.97694,Entire home/apt,220,30,6,2022-05-31,0.11,83,365,1,,10017
11642,20284463,"Relaxing, White Room in Upper Manhattan w/ rooftop",42154911,Hannah,Manhattan,Harlem,40.82944,-73.94529,Private room,68,30,5,2020-01-05,0.09,2,0,0,,10031
11643,20204751,Bright 3 bedroom loft in the heart of soho.,10768801,Tom,Manhattan,SoHo,40.72488,-74.00035,Entire home/apt,1699,4,36,2022-09-05,0.59,1,166,14,,10012
11648,20285257,Sunny One Bedroom,20279155,Alec,Manhattan,Chinatown,40.71513,-73.99128,Entire home/apt,170,30,0,,,1,0,0,,10002
11653,20287322,Private room in two-bedroom apartment in Chinatown,90130659,Spencer,Manhattan,Two Bridges,40.71166,-73.99606,Private room,70,30,0,,,1,0,0,,10002
11655,20555087,Uptown comfy apartment,90153911,Ronny,Manhattan,Harlem,40.83054,-73.94954,Entire home/apt,155,30,13,2020-01-01,0.21,4,0,0,,10031
11664,20605308,Charming and Bright 1 bdr apartment in Noho,147256218,Siria,Manhattan,NoHo,40.72654,-73.9925,Entire home/apt,115,5,29,2022-08-21,0.47,1,0,3,,10012
11666,20607037,Midtown East 2 Bed/2 Bath Elevator Building Apt,47267079,Tripp,Manhattan,Murray Hill,40.74872,-73.97491,Entire home/apt,186,30,9,2018-03-31,0.15,1,0,0,,10174
11667,20568215,NYC tourism and food just steps away!,93376283,Gabriella,Manhattan,Hell's Kitchen,40.76602,-73.99077,Entire home/apt,150,30,4,2017-11-25,0.07,1,0,0,,10019
11668,20569589,Beautiful apartment located in Chelsea!,11827970,Elizabeth,Manhattan,Chelsea,40.73952,-73.99671,Entire home/apt,236,30,17,2018-11-24,0.28,1,0,0,,10011
11671,20607819,"1,600sq ft modern duplex in new harlem brownstone",147118920,Harlem,Manhattan,East Harlem,40.80723,-73.94003,Entire home/apt,200,2,95,2020-12-21,1.55,1,0,0,,10035
11675,20303629,Simplicity City,1001819,Rose,Manhattan,East Village,40.72447,-73.98732,Entire home/apt,400,3,105,2022-08-29,1.71,1,71,29,,10009
11676,20304291,Backpacking & Affordability Manhattan/ East Harlem,12213641,Joshua,Manhattan,East Harlem,40.80208,-73.93607,Private room,71,4,89,2022-09-04,1.46,2,165,29,,10035
11679,20609505,Your favorite room,82189528,Lara,Manhattan,Washington Heights,40.84027,-73.93723,Private room,47,30,1,2017-09-21,0.02,1,0,0,,10032
11683,20570327,1 Bedroom Presidential - Wyndham Midtown 45,145801588,Aaron,Manhattan,Midtown,40.75206,-73.97175,Private room,635,3,0,,,4,306,0,,10017
11685,20571263,Roomy West Village 1 Br near Washington Sq. Park,19336311,Lizzy,Manhattan,SoHo,40.72795,-74.00357,Entire home/apt,199,30,0,,,1,0,0,,10014
11687,20616864,Private 1 Bedroom Apartment Manhattan,105462484,Leo,Manhattan,East Harlem,40.78854,-73.94823,Entire home/apt,150,30,4,2017-10-25,0.07,1,0,0,,10029
11688,20308965,"Beautiful, sunny, spacious artist loft in LES",363834,Jennifer,Manhattan,Lower East Side,40.71251,-73.98175,Entire home/apt,165,28,15,2022-03-30,0.26,2,64,3,,10002
11691,20314852,COMFY BEDROOM IN THE HEART OF HARLEM,144863286,Georgy,Manhattan,Harlem,40.81905,-73.95761,Private room,120,30,0,,,1,0,0,,10027
11696,20616929,Spacious 1 Bd. Apt. Inwood near Fort Tryon Park,1524708,Galen,Manhattan,Inwood,40.85971,-73.92999,Private room,200,3,1,2017-10-24,0.02,1,0,0,,10040
11701,20620647,Studio Deluxe 1 - Wyndham Midtown 45,145801588,Aaron,Manhattan,Midtown,40.7537,-73.97185,Private room,529,3,3,2017-09-14,0.05,4,308,0,,10035
11702,20621413,2-Bedroom Presidential 1 - Wyndham Midtown 45,145801588,Aaron,Manhattan,Midtown,40.75151,-73.97184,Private room,792,3,4,2019-09-09,0.07,4,268,0,,10017
11705,20325974,"Manhattan East Village, lower East Side",95999344,Marie L,Manhattan,East Village,40.72719,-73.97775,Entire home/apt,200,2,252,2022-09-04,4.17,1,88,61,,10009
11706,20623171,"East Village, Private Room",89501678,Kyle,Manhattan,Lower East Side,40.71981,-73.97857,Private room,71,30,1,2017-08-27,0.02,1,0,0,,10002
11709,20624427,Private room in quiet West Harlem Upper Manhattan,128227275,John,Manhattan,Harlem,40.82718,-73.95328,Private room,55,1,56,2020-03-31,0.92,1,21,0,,10031
11710,20624817,Co-op Apartment in The Lombardy Hotel- 300 sq. ft.,100829279,Eliza,Manhattan,Midtown,40.75975,-73.96937,Entire home/apt,237,2,210,2020-03-20,3.43,3,302,0,,10022
11714,20632255,Private bedroom in Upper East Side apt w/ balcony!,90748448,Christina,Manhattan,Upper East Side,40.77438,-73.95366,Private room,85,30,2,2017-10-01,0.03,1,0,0,,10075
11715,20635939,Studio Deluxe 2- Wyndham Midtown 45,145801588,Aaron,Manhattan,Midtown,40.75317,-73.97158,Private room,529,3,2,2017-10-20,0.03,4,311,0,,10017
11717,20639280,Prime Location close to Central Park!,5137740,Stefanie,Manhattan,Upper West Side,40.78611,-73.97251,Shared room,125,30,0,,,1,0,0,,10025
11725,20329223,Most Sunny adorable Bedroom in Gramercy,48984291,M.J.,Manhattan,Kips Bay,40.73998,-73.9812,Private room,100,30,5,2020-03-11,0.13,1,0,0,,10010
11728,20582991,Private studio in midtown Manhattan,120762452,Stanley,Manhattan,Murray Hill,40.74815,-73.97581,Entire home/apt,175,30,10,2021-11-01,0.17,83,365,2,,10016
11730,20331226,Blu Suite Harlem NYC Priv Brownstone home 1st Fl,7202412,Ephraim,Manhattan,Harlem,40.81561,-73.94516,Entire home/apt,160,5,89,2021-10-31,1.47,4,0,3,,10030
11731,20331717,Huge place in a center of the dream City!,106445337,Ben,Manhattan,Kips Bay,40.73859,-73.98253,Private room,139,30,1,2017-08-18,0.02,1,0,0,,10010
11735,20583325,Cool studio in midtown Manhattan,120762452,Stanley,Manhattan,Murray Hill,40.74998,-73.97545,Entire home/apt,175,30,12,2021-07-01,0.23,83,365,0,,10017
11740,20651206,Private bedroom in East Village,99791908,Lera,Manhattan,East Village,40.72869,-73.9839,Private room,56,2,3,2018-05-26,0.06,2,0,0,,10009
11745,20652620,Twin Bed in Sharing of Room near Grand Central,147402286,Mizue,Manhattan,Murray Hill,40.74981,-73.97686,Shared room,52,6,176,2022-08-30,2.88,6,66,25,,10016
11746,20652753,twin bed in sharing room near Grand Central,147402286,Mizue,Manhattan,Murray Hill,40.75037,-73.9782,Shared room,43,6,181,2022-08-23,2.96,6,64,19,,10016
11748,20587133,"Spacious, bright room in art-filled apartment!",116758734,Amos,Manhattan,Inwood,40.8729,-73.91877,Private room,57,30,19,2018-10-06,0.31,1,0,0,,10034
11749,20356917,SoHa Jewel,145199414,Ronald,Manhattan,Harlem,40.80206,-73.95442,Private room,89,2,196,2022-07-23,3.19,1,272,48,,10026
11752,20358562,HUGE 18x19 room. 10’ ceiling A,26326392,Maggie,Manhattan,Harlem,40.824902,-73.952759,Private room,71,5,45,2022-09-01,0.74,2,130,2,,10031
11754,20663542,Beautiful Union Square Studio (great for WFH ),147807102,Shail,Manhattan,East Village,40.7306,-73.98865,Entire home/apt,189,30,18,2022-05-01,0.29,1,0,2,,10003
11755,20588062,Perfectly Located Lincoln Center One-Bedroom,147092207,Fernando,Manhattan,Upper West Side,40.77306,-73.98024,Entire home/apt,183,30,3,2018-04-15,0.05,1,0,0,,10023
11756,20373836,Downtown Manhattan Weekender,6933112,Josie,Manhattan,Financial District,40.70844,-74.01372,Private room,102,30,0,,,1,0,0,,10006
11760,20385797,"Manhattan Space. Clean, Private Room",34274867,Sarah,Manhattan,Washington Heights,40.85786,-73.93743,Private room,80,30,1,2017-08-19,0.02,2,0,0,,10033
11762,20663839,Private Room in Duplex with Backyard,3436710,Kaptan,Manhattan,East Village,40.72623,-73.9778,Private room,240,28,43,2022-08-01,0.71,4,144,5,,10009
11764,20723015,Welcome to YURT -- beautiful room in East Village,3436710,Kaptan,Manhattan,East Village,40.72557,-73.97751,Private room,180,28,60,2021-08-01,1.02,4,151,0,,10009
11766,20390046,"PRIVATE ROOM IN SHARED APARTMENT, UN VICINITY",6059621,Adelma,Manhattan,Midtown,40.75341,-73.97332,Private room,150,30,0,,,3,0,0,,10017
11768,20390786,Perfect east village | lower east side anchorage,145392038,Emma,Manhattan,Lower East Side,40.72069,-73.98649,Private room,80,30,1,2017-08-11,0.02,1,0,0,,10002
11770,20394608,Hamilton Heights sun filled spacious master BR,75749777,Mykola,Manhattan,Harlem,40.82038,-73.95309,Private room,49,30,1,2017-08-21,0.02,1,0,0,,10031
11775,20394850,Upper East Side with outdoor space,145328112,Sheldon,Manhattan,Upper East Side,40.77005,-73.9606,Entire home/apt,150,30,1,2017-08-12,0.02,1,0,0,,10021
11776,20730891,Private Studio Sublet in Upper East Side,19141737,Zing,Manhattan,Upper East Side,40.77155,-73.95772,Entire home/apt,100,30,0,,,1,0,0,,10021
11779,20396246,Sunny Harlem Oasis feels like Luxury,57573249,Kesina,Manhattan,Harlem,40.81659,-73.9391,Entire home/apt,185,30,6,2017-11-26,0.1,1,0,0,,10030
11782,20401541,Modern Apartment in east village,3697130,Vikas,Manhattan,East Village,40.72279,-73.98188,Entire home/apt,119,30,22,2018-09-03,0.36,1,0,0,,10009
11791,20682422,Private room with all you need,106241822,Lior,Manhattan,Washington Heights,40.85253,-73.93171,Private room,70,30,7,2019-10-23,0.11,1,0,0,,10033
11794,20685890,"Spacious, and lit 2 bedroom penthouse in the UWS",63510347,Inna,Manhattan,Upper West Side,40.79363,-73.96871,Entire home/apt,202,30,1,2017-11-12,0.02,1,0,0,,10025
11795,20740322,The Prince - A Nolita One Bedroom Apartment,147647020,Bruce,Manhattan,Nolita,40.72377,-73.99518,Entire home/apt,250,30,0,,,1,0,0,,10012
11797,20412160,Spectacular NYC Views in ideal Manhattan Location,6279607,Ela,Manhattan,Kips Bay,40.73997,-73.97819,Private room,82,30,26,2018-03-27,0.42,1,0,0,,10016
11798,20412719,Quiet space in the West Village,20841092,Ryan,Manhattan,Chelsea,40.73936,-74.00132,Private room,155,5,13,2018-08-06,0.21,2,36,0,,10011
11799,20418684,East Village / Alphabet City 1BR,33827790,Kevin,Manhattan,East Village,40.72224,-73.97932,Entire home/apt,150,30,23,2020-01-01,0.38,1,36,0,,10009
11800,20741509,"Hrlem Brownstone,By CentralPark.22 min Time Square",148544231,Khalif,Manhattan,Harlem,40.80702,-73.95539,Private room,130,3,15,2022-05-31,0.25,1,123,2,,10026
11802,20688524,1630 Madison Avenue 4C,130239329,Maria Teresa,Manhattan,East Harlem,40.79522,-73.94949,Entire home/apt,100,30,10,2022-07-30,0.17,1,142,4,,10029
11803,20688624,Luxury Alcove Studio in Chelsea,979144,Ryan,Manhattan,Chelsea,40.74389,-73.99897,Entire home/apt,200,30,158,2020-07-15,2.59,1,0,0,,10011
11806,20690781,Cozy Soho apartment.,8366847,Jay,Manhattan,NoHo,40.72585,-73.99584,Private room,150,30,1,2018-12-03,0.02,1,0,0,,10012
11807,20692563,Greenwich Village Townhome with Private Garden!,147814925,Lloyd,Manhattan,Greenwich Village,40.73311,-73.99372,Entire home/apt,4000,90,7,2018-03-13,0.12,1,180,0,,10003
11813,20755255,Private 1-bedroom Modern Apt in Upper Manhattan,28337487,Sebastian,Manhattan,Washington Heights,40.84975,-73.94036,Private room,65,30,11,2017-11-02,0.18,1,0,0,,10033
11814,20757519,Sofa bed in bright & beautiful apt (with rooftop),42154911,Hannah,Manhattan,Harlem,40.83148,-73.94525,Shared room,45,30,5,2019-10-27,0.08,2,0,0,,10032
11815,20758288,Charming 1 bed in ❤️ of Greenwich Village.,2739935,Brooke,Manhattan,Greenwich Village,40.72895,-73.99998,Entire home/apt,151,30,4,2018-01-03,0.07,1,0,0,,10012
11816,20895982,Charming & Cozy Room in East Village Apt!,37904015,Louisa,Manhattan,East Village,40.72376,-73.98421,Private room,80,2,13,2018-07-27,0.22,1,0,0,,10009
11819,20698375,Spacious Doorman True 2BR near Grand Central,121809482,Gina,Manhattan,Midtown,40.75033,-73.97099,Entire home/apt,371,30,3,2018-01-01,0.05,2,0,0,,10017
11820,20698477,Comfortable and pleasant fully furnished apartment,83786650,Bridge,Manhattan,Upper East Side,40.76048,-73.96175,Entire home/apt,141,30,11,2022-02-20,0.19,16,49,2,,10065
11825,20761404,521 West 48-Cozy Studio,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76333,-73.99264,Entire home/apt,100,31,12,2022-03-05,0.23,109,258,2,,10019
11827,20896858,Harlem Cozy Studio,71375344,Roselin,Manhattan,Harlem,40.81418,-73.94285,Entire home/apt,101,5,53,2022-08-27,1.1,1,234,25,,10030
11828,20708503,Private Room with Key,148242106,Jon,Manhattan,Washington Heights,40.85143,-73.94203,Private room,24,30,41,2022-07-19,0.68,1,99,2,,10033
11829,20897776,AMAZING KING 1 BEDROOM MIDTOWN,61391963,Stay With Vibe,Manhattan,Hell's Kitchen,40.76017,-73.99411,Entire home/apt,150,30,17,2022-05-31,0.29,116,329,4,,10036
11831,20897952,Large KING Apt off of Museum of Natural History,61391963,Stay With Vibe,Manhattan,Upper West Side,40.7835,-73.97523,Entire home/apt,175,30,3,2022-03-28,0.34,116,311,3,,10024
11833,20710022,Your Home Away from Home,148261815,Dike,Manhattan,Harlem,40.80192,-73.94931,Private room,100,30,6,2019-12-03,0.1,1,180,0,,10026
11834,20762985,Full floor 1 bedroom with Home Office in Prime NYC,98259615,Ethan,Manhattan,Lower East Side,40.72001,-73.9939,Entire home/apt,324,2,16,2022-08-10,2.03,1,328,16,,10002
11835,20763209,Clean Chinatown Studio,10388662,Frances,Manhattan,Chinatown,40.71635,-73.99858,Entire home/apt,154,30,27,2022-08-13,0.46,1,116,3,,10013
11837,20899758,Hamilton Heights 2 bedroom apartment,30491140,Ted,Manhattan,Harlem,40.83062,-73.94598,Private room,119,30,7,2019-12-29,0.12,1,0,0,,10031
11839,20900299,Artist space,130785115,Samuel,Manhattan,Chinatown,40.71714,-73.99056,Entire home/apt,140,30,0,,,1,0,0,,10002
11840,20710255,Entire 3BD Apt on Central Park West,2504873,Jesse,Manhattan,Upper West Side,40.7923,-73.96683,Entire home/apt,450,30,13,2018-01-23,0.21,1,0,0,,10025
11845,20900984,Authentic New York Artist Loft on the Bowery,126466681,Fred,Manhattan,Little Italy,40.71964,-73.99552,Entire home/apt,525,3,117,2022-08-28,1.95,1,1,33,,10013
11846,20770969,Sunny East Village Studio! Reduced prices! ☀️,148812441,Emily,Manhattan,East Village,40.72637,-73.98367,Entire home/apt,214,1,89,2022-08-18,1.47,1,327,38,,10009
11848,20772650,Comfortable and fully equipped studio apartment,83786650,Bridge,Manhattan,Upper East Side,40.76048,-73.96175,Entire home/apt,65,30,7,2022-03-01,0.23,16,0,2,,10065
11849,20901715,Harlem Heavenly Apartment,1961411,Vered,Manhattan,Harlem,40.80449,-73.94481,Entire home/apt,149,30,2,2018-08-06,0.03,1,0,0,,10027
